singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,search_query_used,confidence_score,discovery_timestamp,ai_model_detected,ai_channel_verified
Mano,Thooliyile Ada Vantha (Male Version),Chinna Thambi,Film,1991,Tamil,https://www.youtube.com/watch?v=lfaKb_lMPOY,Mano Thooliyile Ada Vantha (Male Version) synthetic,0.63,2025-09-08 08:31:48,Unknown,False
Mano,Indha Boomi,Senthamizh Paattu,Film,1992,Tamil,https://www.youtube.com/watch?v=wnrWeJeIvd8,synthesized Mano Indha Boomi,0.65,2025-09-08 08:31:57,Unknown,True
Unni Menon,Sri Venkatesa Hari Om,Beloved Balaji,Non-film,2005,Tamil,https://www.youtube.com/watch?v=UfMXsdHOx1w,voice clone Unni Menon Sri Venkatesa Hari Om,0.6000000000000001,2025-09-08 08:32:05,Unknown,False
Mano,Muthu Muthu,Senthamizh Paattu,Film,1992,Tamil,https://www.youtube.com/watch?v=Iklj9CFFmEw,Mano Muthu Muthu AI version,0.7,2025-09-08 08:32:06,Unknown,False
G. V. Prakash Kumar,Uyirin Uyire,Thaandavam,Film,2012,Tamil,https://www.youtube.com/watch?v=fIXDXovCOO4,G. V. Prakash Kumar Uyirin Uyire synthetic,0.65,2025-09-08 08:32:12,Unknown,False
Karthik,Oru Manam,Dhruva Natchathiram,Film,2023,Tamil,https://www.youtube.com/watch?v=NMPPYMyu50Y,Karthik Oru Manam AI singing 2023,0.65,2025-09-08 08:32:19,Unknown,False
Mano,Thanga Nilavukkul,Rickshaw Mama,Film,1992,Tamil,https://www.youtube.com/watch?v=UohvJWQJzL0,Mano Thanga Nilavukkul AI singing 1992,0.55,2025-09-08 08:32:28,Unknown,False
Mano,Azhagiya Laila,Ullathai Allitha,Film,1996,Tamil,https://www.youtube.com/watch?v=jtjvnL95iPY,Mano Azhagiya Laila synthetic,0.75,2025-09-08 08:32:35,Unknown,False
Karthik,Aradhya,Kushi (Tamil),Film,2023,Tamil,https://www.youtube.com/watch?v=zpMdBIAk_6k,Karthik Aradhya deepfake Tamil,0.65,2025-09-08 08:32:49,Unknown,False
G. V. Prakash Kumar,En Jeevan,Thalaivaa,Film,2013,Tamil,https://www.youtube.com/watch?v=1VMjMszHe8A,G. V. Prakash Kumar En Jeevan deepfake Tamil,0.8,2025-09-08 08:32:55,Unknown,False
Harini,Nila Kaaigiradhu,Indra,Film,1996,Tamil,https://www.youtube.com/watch?v=FdOoHax2-vU,AI cover Harini Nila Kaaigiradhu,0.65,2025-09-08 08:32:56,Unknown,False
Bombay Jayashri,Vaseegara,Minnale,Film,2001,Tamil,https://www.youtube.com/watch?v=IzuSLjfiSRM,Bombay Jayashri Vaseegara generated,0.65,2025-09-08 08:33:02,Unknown,False
Bombay Jayashri,Ondra Renda,Kaakha Kaakha,Film,2003,Tamil,https://www.youtube.com/watch?v=FftAP9hzEp0,Bombay Jayashri Ondra Renda AI singing,0.75,2025-09-08 08:33:04,Unknown,False
Karthik,En Roja Neeye,Kushi (Tamil),Film,2023,Tamil,https://www.youtube.com/watch?v=jEX4zgoM3aI,Karthik En Roja Neeye AI singing Tamil,0.5666666666666667,2025-09-08 08:33:13,Unknown,False
Bombay Jayashri,Unakkul Naane,Pachaikili Muthucharam,Film,2007,Tamil,https://www.youtube.com/watch?v=Rq9wes4FwLI,Bombay Jayashri Unakkul Naane synthetic,0.65,2025-09-08 08:33:27,Unknown,False
Bombay Jayashri,Paarthen,Dhaam Dhoom,Film,2008,Tamil,https://www.youtube.com/watch?v=8ibj8H4UdlY,Bombay Jayashri Paarthen AI cover,0.55,2025-09-08 08:33:37,Unknown,False
Dhanush,Thunda Kaanom,Devathaiyai Kanden,Film,2005,Tamil,https://www.youtube.com/watch?v=xpCXmNtc22U,AI version Dhanush Thunda Kaanom,0.65,2025-09-08 08:33:38,Unknown,False
Bombay Jayashri,Kurai Ondrum Illai,Kurai Ondrum Illai,Non-film,2003,Tamil,https://www.youtube.com/watch?v=pMU7Ci9MHXo,Bombay Jayashri Kurai Ondrum Illai synthetic,0.75,2025-09-08 08:33:38,Unknown,False
Dhanush,Enga Area,Pudhupettai,Film,2006,Tamil,https://www.youtube.com/watch?v=EQBL86OCLsI,synthesized Dhanush Enga Area,0.65,2025-09-08 08:33:40,Unknown,False
Mano,Vandikaran,Anbe Anbe,Film,2003,Tamil,https://www.youtube.com/watch?v=EJmyGS5RW8Q,Mano Vandikaran AI singing Tamil,0.65,2025-09-08 08:33:41,Unknown,True
Dhanush,Voda Voda Voda,Mayakkam Enna,Film,2011,Tamil,https://www.youtube.com/watch?v=FWj7CCqb454,Dhanush Voda Voda Voda AI cover official,0.6,2025-09-08 08:33:42,Unknown,False
Dhanush,Po Nee Po,3,Film,2012,Tamil,https://www.youtube.com/watch?v=wbqvcU9o_Ug,synthesized Dhanush Po Nee Po,0.65,2025-09-08 08:33:43,Unknown,False
Dhanush,Nijamellam Maranthu Pochu,Ethir Neechal,Film,2013,Tamil,https://www.youtube.com/watch?v=MRGIJBc6aQQ,AI singing Dhanush Nijamellam Maranthu Pochu,0.55,2025-09-08 08:33:45,Unknown,True
Dhanush,Amma Amma,Velaiilla Pattadhari,Film,2014,Tamil,https://www.youtube.com/watch?v=3RRoNFsMRQQ,Dhanush Amma Amma deepfake 2014,0.65,2025-09-08 08:33:51,Unknown,False
Dhanush,Po Indru Neeyaga,Velaiilla Pattadhari,Film,2014,Tamil,https://www.youtube.com/watch?v=ADJSD_oh5nU,Dhanush Po Indru Neeyaga voice clone,0.6833333333333333,2025-09-08 08:33:53,Unknown,False
Dhanush,Udhungada Sangu,Velaiilla Pattadhari,Film,2014,Tamil,https://www.youtube.com/watch?v=QWzhRmiefdU,Dhanush Udhungada Sangu AI cover official,1.0,2025-09-08 08:33:57,Unknown,True
P. Unnikrishnan,Aanandha Yaazhai,Thanga Meenkal,Film,2013,Tamil,https://www.youtube.com/watch?v=SY-U0245cWA,generated P. Unnikrishnan Aanandha Yaazhai,0.65,2025-09-08 08:33:59,Unknown,False
Dhanush,Maari Thara Local,Maari,Film,2015,Tamil,https://www.youtube.com/watch?v=jGrqVhXWNI8,AI cover Dhanush Maari Thara Local,0.9999999999999999,2025-09-08 08:34:00,Unknown,True
Dhanush,Solli Tholaiyen Ma,Yaakkai,Film,2017,Tamil,https://www.youtube.com/watch?v=ZzYhtfnCTQc,Dhanush Solli Tholaiyen Ma AI cover Tamil,0.6833333333333333,2025-09-08 08:34:06,Unknown,False
P. Unnikrishnan,Naan Paadum Paadal,Naan Paadum Paadal,Non-film,2017,Tamil,https://www.youtube.com/watch?v=3qtVWH2uAD8,P. Unnikrishnan Naan Paadum Paadal AI singing official,0.55,2025-09-08 08:34:07,Unknown,True
Dhanush,Venpanimalare,Pa Paandi,Film,2017,Tamil,https://www.youtube.com/watch?v=JcFp3QPGee8,voice clone Dhanush Venpanimalare,0.55,2025-09-08 08:34:15,Unknown,False
Dhanush,Pudhuvai,Pudhuvai,Non-film,2017,Tamil,https://www.youtube.com/watch?v=NxrNkAwy7ww,Dhanush Pudhuvai deepfake Tamil,0.55,2025-09-08 08:34:35,Unknown,False
Harini,Alaipayuthey,Alaipayuthey,Film,2000,Tamil,https://www.youtube.com/watch?v=IIqIuyWa1_w,AI version Harini Alaipayuthey,0.55,2025-09-08 08:34:38,Unknown,True
Dhanush,Local Sarakka Foreign Sarakka,Padaiveeran,Film,2018,Tamil,https://www.youtube.com/watch?v=drVNDPY_hTw,Dhanush Local Sarakka Foreign Sarakka voice clone 2018,0.75,2025-09-08 08:34:46,Unknown,False
Harini,Megham Karukkuthu,Kushi,Film,2000,Tamil,https://www.youtube.com/watch?v=1MCmXkUukFo,AI version Harini Megham Karukkuthu,0.55,2025-09-08 08:34:58,Unknown,False
Mano,Ek Dost,Saroja,Film,2008,Tamil,https://www.youtube.com/watch?v=zk6lqzAv9ak,voice clone Mano Ek Dost,0.85,2025-09-08 08:35:03,Unknown,True
Bombay Jayashri,Unnai Thedi,Azhagiya Tamizh Magan,Film,2007,Tamil,https://www.youtube.com/watch?v=FIliuf2lKyY,Bombay Jayashri Unnai Thedi AI cover,0.55,2025-09-08 08:35:04,Unknown,True
Dhanush,Ilamai Thirumbudhe,Petta,Film,2019,Tamil,https://www.youtube.com/watch?v=ZHwjfnVum8g,Dhanush Ilamai Thirumbudhe generated,0.75,2025-09-08 08:35:06,Unknown,False
Dhanush,Chill Bro,Pattas,Film,2019,Tamil,https://www.youtube.com/watch?v=9NbCRNShPAE,Dhanush Chill Bro voice clone Tamil,0.65,2025-09-08 08:35:27,Unknown,False
Dhanush,Thattaan Thattaan,Karnan,Film,2021,Tamil,https://www.youtube.com/watch?v=StOWKYCrFEA,Dhanush Thattaan Thattaan AI singing 2021,0.6,2025-09-08 08:35:29,Unknown,False
Dhanush,Nethu,Jagame Thandhiram,Film,2021,Tamil,https://www.youtube.com/watch?v=ZA0-IsZvUyU,Dhanush Nethu voice clone,0.65,2025-09-08 08:35:31,Unknown,False
Harini,Enna Solla Pogirai,Kandukondain Kandukondain,Film,2000,Tamil,https://www.youtube.com/watch?v=xyNlIU6OitM,AI singing Harini Enna Solla Pogirai,0.95,2025-09-08 08:35:40,Unknown,False
Harini,Ivan Yaaro,Minnale,Film,2001,Tamil,https://www.youtube.com/watch?v=yGN_whfNvoE,Harini Ivan Yaaro AI version,0.6,2025-09-08 08:35:42,Unknown,False
Dhanush,Polladha Ulagam,Maaran,Film,2022,Tamil,https://www.youtube.com/watch?v=yeDZtB3CZnE,AI singing Dhanush Polladha Ulagam,0.7,2025-09-08 08:35:52,Unknown,True
Srinivas,Nilave Nilave,Nilaave Vaa,Film,1998,Tamil,https://www.youtube.com/watch?v=9Y8k9NBVrN0,Srinivas Nilave Nilave AI singing,0.85,2025-09-08 08:35:52,Unknown,True
Dhanush,Thaai Kelavi,Thiruchitrambalam,Film,2022,Tamil,https://www.youtube.com/watch?v=Vg0R8IWfjQI,Dhanush Thaai Kelavi synthesized Tamil,0.75,2025-09-08 08:35:54,Unknown,False
Dhanush,Mayakkama Kalakkama,Thiruchitrambalam,Film,2022,Tamil,https://www.youtube.com/watch?v=CFDCurqOERU,Dhanush Mayakkama Kalakkama synthetic,0.7,2025-09-08 08:35:59,Unknown,False
Dhanush,Vaa Vaathi (Reprise),Vaathi,Film,2023,Tamil,https://www.youtube.com/watch?v=SsnmDVKjIoo,Dhanush Vaa Vaathi (Reprise) synthetic,0.6833333333333333,2025-09-08 08:36:01,Unknown,False
G. V. Prakash Kumar,Veyyon Silli,Soorarai Pottru,Film,2020,Tamil,https://www.youtube.com/watch?v=kaKJel70vMk,G. V. Prakash Kumar Veyyon Silli voice clone Tamil,0.55,2025-09-08 08:36:08,Unknown,True
Mano,Azhagana,Samar,Film,2013,Tamil,https://www.youtube.com/watch?v=nHcRZpnSFec,voice clone Mano Azhagana,0.55,2025-09-08 08:36:10,Unknown,False
Shweta Mohan,Nee Paartha Vizhigal,3,Film,2012,Tamil,https://www.youtube.com/watch?v=6wREQRKsBV8,Shweta Mohan Nee Paartha Vizhigal AI version,1.0,2025-09-08 08:36:26,Unknown,True
Shreya Ghoshal,Ninaithu Ninaithu (Female Version),7G Rainbow Colony,Film,2004,Tamil,https://www.youtube.com/watch?v=xxczIEDb1GM,Shreya Ghoshal Ninaithu Ninaithu (Female Version) voice clone official,0.65,2025-09-08 08:36:26,Unknown,False
Bombay Jayashri,Neethane,Mersal,Film,2017,Tamil,https://www.youtube.com/watch?v=zA1hTxjg4cQ,Bombay Jayashri Neethane synthesized Tamil,0.75,2025-09-08 08:36:26,Unknown,False
Shweta Mohan,Innum Konjam Naeram,Maryan,Film,2013,Tamil,https://www.youtube.com/watch?v=v4VmY9n_yR4,Shweta Mohan Innum Konjam Naeram synthesized official,0.65,2025-09-08 08:36:27,Unknown,False
Shreya Ghoshal,Sandiyare Sandiyare,Virumaandi,Film,2004,Tamil,https://www.youtube.com/watch?v=dzjp0LuICFA,Shreya Ghoshal Sandiyare Sandiyare AI singing official,0.55,2025-09-08 08:36:34,Unknown,False
G. V. Prakash Kumar,Adiye,Bachelor,Film,2021,Tamil,https://www.youtube.com/watch?v=_dCVriHNDfE,G. V. Prakash Kumar Adiye AI cover,0.65,2025-09-08 08:36:39,Unknown,True
Harini,Oru Murai,12B,Film,2001,Tamil,https://www.youtube.com/watch?v=aszs0rmRN1I,Harini Oru Murai AI singing official,0.75,2025-09-08 08:36:41,Unknown,False
Shreya Ghoshal,Ayyayo,February 14,Film,2005,Tamil,https://www.youtube.com/watch?v=fXcYQX6L-nA,Shreya Ghoshal Ayyayo AI cover 2005,0.65,2025-09-08 08:36:43,Unknown,False
Harini,Suttum Vizhi,Ghajini,Film,2005,Tamil,https://www.youtube.com/watch?v=-nzozsGV4jU,Harini Suttum Vizhi voice clone,0.55,2025-09-08 08:36:48,Unknown,True
Shreya Ghoshal,Munbe Vaa,Sillunu Oru Kaadhal,Film,2006,Tamil,https://www.youtube.com/watch?v=ykLHJCcuYDA,Shreya Ghoshal Munbe Vaa synthesized Tamil,0.65,2025-09-08 08:36:52,Unknown,False
Harini,Palaanadhu,Kuruvi,Film,2008,Tamil,https://www.youtube.com/watch?v=CdA9j6Z7Go8,Harini Palaanadhu AI cover,1.0,2025-09-08 08:36:53,Unknown,False
Shreya Ghoshal,Kannil Paarvai,Naan Kadavul,Film,2009,Tamil,https://www.youtube.com/watch?v=-cbGu4Smyfc,synthetic Shreya Ghoshal Kannil Paarvai,0.75,2025-09-08 08:36:56,Unknown,False
Shreya Ghoshal,Oru Vetkam Varudhe,Pasanga,Film,2009,Tamil,https://www.youtube.com/watch?v=VBxR9sbrTKo,Shreya Ghoshal Oru Vetkam Varudhe AI cover official,0.75,2025-09-08 08:37:00,Unknown,False
G. V. Prakash Kumar,Vaa Vaathi,Vaathi,Film,2023,Tamil,https://www.youtube.com/watch?v=IgTaJyltijk,G. V. Prakash Kumar Vaa Vaathi AI version,1.0,2025-09-08 08:37:02,Unknown,True
Shreya Ghoshal,Mannipaaya,Vinnaithaandi Varuvaayaa,Film,2010,Tamil,https://www.youtube.com/watch?v=0APaGSYYa1g,Shreya Ghoshal Mannipaaya synthesized Tamil,0.65,2025-09-08 08:37:04,Unknown,False
Shreya Ghoshal,Kalvare,Raavanan,Film,2010,Tamil,https://www.youtube.com/watch?v=52WN-0XUz_Q,Shreya Ghoshal Kalvare AI singing Tamil,0.55,2025-09-08 08:37:06,Unknown,False
Shweta Mohan,Maya Nadhi,Kabali,Film,2016,Tamil,https://www.youtube.com/watch?v=zUt_4ScnRUQ,deepfake Shweta Mohan Maya Nadhi,0.75,2025-09-08 08:37:10,Unknown,False
G. V. Prakash Kumar,Mastaaru Mastaaru,Sir,Film,2023,Tamil,https://www.youtube.com/watch?v=f7-xC1-GTdI,G. V. Prakash Kumar Mastaaru Mastaaru AI singing official,0.55,2025-09-08 08:37:10,Unknown,True
Bombay Jayashri,Oru Devathai,Vaamanan,Film,2009,Tamil,https://www.youtube.com/watch?v=hudqpu8D1jc,Bombay Jayashri Oru Devathai voice clone official,0.55,2025-09-08 08:37:11,Unknown,False
Shreya Ghoshal,Un Perai Sollum,Angadi Theru,Film,2010,Tamil,https://www.youtube.com/watch?v=U429Errpmss,voice clone Shreya Ghoshal Un Perai Sollum,0.55,2025-09-08 08:37:11,Unknown,False
Bombay Jayashri,Azhage,Saivam,Film,2014,Tamil,https://www.youtube.com/watch?v=0HCgffK3r0c,synthesized Bombay Jayashri Azhage,0.55,2025-09-08 08:37:14,Unknown,False
Shweta Mohan,Kanden Kanden,Pirivom Santhippom,Film,2008,Tamil,https://www.youtube.com/watch?v=l0674vh8enQ,generated Shweta Mohan Kanden Kanden,0.55,2025-09-08 08:37:19,Unknown,True
Srinivas,Maana Madurai,Minsara Kanna,Film,1999,Tamil,https://www.youtube.com/watch?v=2KzDnhTzyH4,Srinivas Maana Madurai AI cover,0.75,2025-09-08 08:37:19,Unknown,False
Srinivas,Ennuyire Ennuyire,Thulladha Manamum Thullum,Film,1999,Tamil,https://www.youtube.com/watch?v=KDQ6iJhJ2xI,Srinivas Ennuyire Ennuyire AI version,0.85,2025-09-08 08:37:24,Unknown,True
Srinivas,Adi Kadhal,Rhythm,Film,2000,Tamil,https://www.youtube.com/watch?v=NSXsc8Dhb3I,Srinivas Adi Kadhal deepfake,0.65,2025-09-08 08:37:26,Unknown,False
Bombay Jayashri,Nee Illai,Naan,Film,2012,Tamil,https://www.youtube.com/watch?v=F2blxxip2VE,Bombay Jayashri Nee Illai voice clone,0.55,2025-09-08 08:37:36,Unknown,True
Srinivas,Mottu Onru,Kushi,Film,2000,Tamil,https://www.youtube.com/watch?v=vIhF3VsDcyE,Srinivas Mottu Onru AI singing official,0.65,2025-09-08 08:37:40,Unknown,True
Shreya Ghoshal,Sollitaley,Kumki,Film,2012,Tamil,https://www.youtube.com/watch?v=rLe8R1E34B0,voice clone Shreya Ghoshal Sollitaley,0.75,2025-09-08 08:37:44,Unknown,False
Shweta Mohan,Enna Solla,Thangamagan,Film,2015,Tamil,https://www.youtube.com/watch?v=dEPBVxOPJK0,Shweta Mohan Enna Solla synthesized official,0.65,2025-09-08 08:37:45,Unknown,False
Srinivas,Oru Thuli,Thendral,Film,2004,Tamil,https://www.youtube.com/watch?v=71va99_R0Yk,Srinivas Oru Thuli AI singing Tamil,0.55,2025-09-08 08:37:48,Unknown,False
Srinivas,Oru Naal Oru Kanavu,Oru Naal Oru Kanavu,Film,2005,Tamil,https://www.youtube.com/watch?v=KZVvS5nybbo,Srinivas Oru Naal Oru Kanavu AI singing Tamil,0.65,2025-09-08 08:37:50,Unknown,True
Shankar Mahadevan,Varaha Nadhikarai,Sangamam,Film,1999,Tamil,https://www.youtube.com/watch?v=RADf39SGNo8,Shankar Mahadevan Varaha Nadhikarai AI singing official,0.75,2025-09-08 08:37:53,Unknown,False
Bombay Jayashri,Kaatrae,Rhythm,Film,2000,Tamil,https://www.youtube.com/watch?v=pYX_JRKiDFw,synthetic Bombay Jayashri Kaatrae,0.55,2025-09-08 08:37:57,Unknown,False
Shankar Mahadevan,Thaniye Thananthaniye,Rhythm,Film,2000,Tamil,https://www.youtube.com/watch?v=Evb0xyu_SJs,Shankar Mahadevan Thaniye Thananthaniye AI singing,0.55,2025-09-08 08:38:02,Unknown,False
Shweta Mohan,Vizhiyil,Kalloori,Film,2007,Tamil,https://www.youtube.com/watch?v=8eco9TeEFqo,voice clone Shweta Mohan Vizhiyil,0.65,2025-09-08 08:38:02,Unknown,False
Shankar Mahadevan,Oru Sundari,Alai Payuthey,Film,2000,Tamil,https://www.youtube.com/watch?v=VLtTWgOQBEM,Shankar Mahadevan Oru Sundari AI cover,0.55,2025-09-08 08:38:06,Unknown,False
Shankar Mahadevan,Alaiye Alaiye,Iyarkai,Film,2003,Tamil,https://www.youtube.com/watch?v=TB2SnCl-kAU,Shankar Mahadevan Alaiye Alaiye AI singing,0.65,2025-09-08 08:38:26,Unknown,True
Shreya Ghoshal,Kandaangi Kandaangi,Jilla,Film,2014,Tamil,https://www.youtube.com/watch?v=T0NctspZtZk,synthetic Shreya Ghoshal Kandaangi Kandaangi,0.65,2025-09-08 08:38:32,Unknown,False
Srinivas,Malai Meethu,Ayyan Malai,Non-film,2005,Tamil,https://www.youtube.com/watch?v=MELN2dGnUkk,Srinivas Malai Meethu AI version,0.8,2025-09-08 08:38:36,Unknown,True
Shreya Ghoshal,Neeyae Neeyae,Arima Nambi,Film,2014,Tamil,https://www.youtube.com/watch?v=nnMuCyZoAIg,Shreya Ghoshal Neeyae Neeyae AI singing,0.55,2025-09-08 08:38:38,Unknown,False
Shreya Ghoshal,Pookkalae Sattru Oyivedungal,I,Film,2015,Tamil,https://www.youtube.com/watch?v=2pwmLkIqPJc,Shreya Ghoshal Pookkalae Sattru Oyivedungal AI cover Tamil,0.75,2025-09-08 08:38:56,Unknown,False
Anuradha Sriram,Dilruba Dilruba,Priyam,Film,1996,Tamil,https://www.youtube.com/watch?v=nOHxFfbRf5U,AI version Anuradha Sriram Dilruba Dilruba,0.65,2025-09-08 08:39:17,Unknown,False
Srinivas,Gopala,US,Non-film,2009,Tamil,https://www.youtube.com/watch?v=abC7UD6oSXo,Srinivas Gopala synthesized,0.65,2025-09-08 08:39:18,Unknown,False
Shweta Mohan,Yedho,Yedho - Single,Non-film,2022,Tamil,https://www.youtube.com/watch?v=HWdzIgmiMpM,Shweta Mohan Yedho synthetic,0.75,2025-09-08 08:39:25,Unknown,False
Srinivas,Kaadhal Endral,US,Non-film,2009,Tamil,https://www.youtube.com/watch?v=8_4okbKvmg8,Srinivas Kaadhal Endral AI singing 2009,0.65,2025-09-08 08:39:36,Unknown,True
Chinmayi Sripaada,I Miss You Da,Sakkarakatti,Film,2008,Tamil,https://www.youtube.com/watch?v=OjL-Jix2frw,Chinmayi Sripaada I Miss You Da voice clone official,0.55,2025-09-08 08:39:40,Unknown,False
Anuradha Sriram,Achamillai Achamillai,Indira,Film,1995,Tamil,https://www.youtube.com/watch?v=oEDjfxAHo7Q,Anuradha Sriram Achamillai Achamillai AI cover Tamil,0.55,2025-09-08 08:39:40,Unknown,True
Shweta Mohan,Kanmani,Kanmani - Single,Non-film,2024,Tamil,https://www.youtube.com/watch?v=wv_O7IHeJ2Y,Shweta Mohan Kanmani AI singing official,0.55,2025-09-08 08:39:47,Unknown,False
Shankar Mahadevan,Nimirindhu Nil,Saroja,Film,2008,Tamil,https://www.youtube.com/watch?v=4UmHU-knNdU,Shankar Mahadevan Nimirindhu Nil AI singing official,0.55,2025-09-08 08:39:47,Unknown,False
Anuradha Sriram,Oru Naal Oru Kanavu,Kannukul Nilavu,Film,2000,Tamil,https://www.youtube.com/watch?v=d6FNCaZK1jU,Anuradha Sriram Oru Naal Oru Kanavu voice clone,0.65,2025-09-08 08:39:52,Unknown,False
Chinmayi Sripaada,Sara Sara,Vaagai Sooda Vaa,Film,2011,Tamil,https://www.youtube.com/watch?v=L1-xxbCFKo4,AI version Chinmayi Sripaada Sara Sara,0.55,2025-09-08 08:39:57,Unknown,True
Anuradha Sriram,Appan Panna,Padayappa,Film,1999,Tamil,https://www.youtube.com/watch?v=0Bgr-hfLBn8,Anuradha Sriram Appan Panna synthetic,0.65,2025-09-08 08:39:58,Unknown,False
Shreya Ghoshal,Maayava Thooyava,Iravin Nizhal,Film,2022,Tamil,https://www.youtube.com/watch?v=rwK3wR-72O8,Shreya Ghoshal Maayava Thooyava AI singing official,0.55,2025-09-08 08:40:10,Unknown,False
Chinmayi Sripaada,Mayaavi,Mugamoodi,Film,2012,Tamil,https://www.youtube.com/watch?v=H0XXUzb6W4E,voice clone Chinmayi Sripaada Mayaavi,0.75,2025-09-08 08:40:12,Unknown,False
Anuradha Sriram,Ishq Bina,Taal,Film,1999,Tamil,https://www.youtube.com/watch?v=DPuqRttxi2E,Anuradha Sriram Ishq Bina AI cover official,0.55,2025-09-08 08:40:24,Unknown,False
Shankar Mahadevan,Yavarum Nalam,Yavarum Nalam,Film,2009,Tamil,https://www.youtube.com/watch?v=ceIyDtmNgdM,Shankar Mahadevan Yavarum Nalam AI cover,0.55,2025-09-08 08:40:26,Unknown,False
Shweta Mohan,Mukil,Mukil - Single,Non-film,2021,Tamil,https://www.youtube.com/watch?v=-r0rze2VKCo,Shweta Mohan Mukil AI cover,0.6,2025-09-08 08:40:29,Unknown,False
Shweta Mohan,Alaya,Alaya - Single,Non-film,2022,Tamil,https://www.youtube.com/watch?v=EsrcQS3r4iI,generated Shweta Mohan Alaya,0.55,2025-09-08 08:40:33,Unknown,False
Anuradha Sriram,Nalam Nalamariya,Kadhal Kottai,Film,1996,Tamil,https://www.youtube.com/watch?v=PqBNchu6DFY,Anuradha Sriram Nalam Nalamariya AI singing 1996,0.75,2025-09-08 08:40:43,Unknown,False
Shreya Ghoshal,Aga Naga,Ponniyin Selvan: II,Film,2023,Tamil,https://www.youtube.com/watch?v=VUERbCbuLNc,Shreya Ghoshal Aga Naga synthesized,0.55,2025-09-08 08:40:46,Unknown,True
Anuradha Bhat,Marali Mareyagi,Savari,Film,2009,Kannada,https://www.youtube.com/watch?v=EUAX5fJ6w2Y,Anuradha Bhat Marali Mareyagi AI cover Kannada,0.65,2025-09-08 08:40:55,Unknown,False
Shreya Ghoshal,Chinnanjiru Nilave,Ponniyin Selvan: II,Film,2023,Tamil,https://www.youtube.com/watch?v=D2BY7eBHf64,generated Shreya Ghoshal Chinnanjiru Nilave,0.55,2025-09-08 08:40:55,Unknown,False
Chinmayi Sripaada,Idhayathai Yedho Ondru,Yennai Arindhaal,Film,2015,Tamil,https://www.youtube.com/watch?v=pGx_ZPnGeSY,Chinmayi Sripaada Idhayathai Yedho Ondru AI version,0.55,2025-09-08 08:41:00,Unknown,True
Anuradha Sriram,Karuppu Thaan,Vetrivel Sakthivel,Film,2005,Tamil,https://www.youtube.com/watch?v=6ZLzEKyvgnE,Anuradha Sriram Karuppu Thaan voice clone official,0.55,2025-09-08 08:41:15,Unknown,False
Shankar Mahadevan,Puli Urumudhu,Vettaikaaran,Film,2009,Tamil,https://www.youtube.com/watch?v=F0FgGN2mae4,Shankar Mahadevan Puli Urumudhu AI singing,0.75,2025-09-08 08:41:19,Unknown,False
Shankar Mahadevan,Gananayakaya,My Friend Ganesha 2,Non-film,2009,Tamil,https://www.youtube.com/watch?v=Pk4pu1XT-xA,Shankar Mahadevan Gananayakaya AI singing,0.75,2025-09-08 08:41:22,Unknown,False
Nithyasree Mahadevan,Kannodu Kaanbadhellam,Jeans,Film,1998,Tamil,https://www.youtube.com/watch?v=9jBh2zVNP5s,Nithyasree Mahadevan Kannodu Kaanbadhellam AI cover Tamil,0.55,2025-09-08 08:41:43,Unknown,False
Shankar Mahadevan,Usure Pogudhey,Raavanan,Film,2010,Tamil,https://www.youtube.com/watch?v=0mupGJuVHMM,Shankar Mahadevan Usure Pogudhey voice clone Tamil,0.55,2025-09-08 08:41:47,Unknown,False
Ratnamala Prakash,Rayaru Bandaru,Muniyana Maadari,Film,1981,Kannada,https://www.youtube.com/watch?v=lppX6DuOX4M,AI singing Ratnamala Prakash Rayaru Bandaru,0.65,2025-09-08 08:41:58,Unknown,False
Shankar Mahadevan,Ada Ada,Enthiran,Film,2010,Tamil,https://www.youtube.com/watch?v=1fz7YUEzWZY,Shankar Mahadevan Ada Ada AI cover,0.65,2025-09-08 08:42:00,Unknown,False
Shankar Mahadevan,Enge En Idhayam,Kandaen,Film,2011,Tamil,https://www.youtube.com/watch?v=QeWOXKMVCxs,Shankar Mahadevan Enge En Idhayam voice clone,0.55,2025-09-08 08:42:04,Unknown,False
Shankar Mahadevan,Pada Pada,Venghai,Film,2011,Tamil,https://www.youtube.com/watch?v=7h8K5NfS4uM,deepfake Shankar Mahadevan Pada Pada,0.55,2025-09-08 08:42:06,Unknown,False
Nithyasree Mahadevan,Sowkiyama Kanne,Sangamam,Film,1999,Tamil,https://www.youtube.com/watch?v=xz3UmJP5cp8,voice clone Nithyasree Mahadevan Sowkiyama Kanne,0.65,2025-09-08 08:42:08,Unknown,False
Anuradha Bhat,Appa I Love You,Chowka,Film,2017,Kannada,https://www.youtube.com/watch?v=rp-Ek5lrUmQ,Anuradha Bhat Appa I Love You AI singing Kannada,0.6000000000000001,2025-09-08 08:42:16,Unknown,False
Anuradha Sriram,Meenamma,Raja Kaiya Vacha,Film,1990,Tamil,https://www.youtube.com/watch?v=Zqj_Ls6r6_c,Anuradha Sriram Meenamma synthesized,0.65,2025-09-08 08:42:17,Unknown,False
Shankar Mahadevan,Ulagam Oru,Thuppakki,Film,2012,Tamil,https://www.youtube.com/watch?v=nxEVWzclMXo,Shankar Mahadevan Ulagam Oru AI singing Tamil,0.55,2025-09-08 08:42:31,Unknown,False
