singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,youtube_id,file_path,file_size,duration,download_timestamp,search_query_used,confidence_score,ai_model_detected,ai_channel_verified
James,Biday,Gangster,Film,2006,Bengali,https://www.youtube.com/watch?v=GYJnUIpiadQ,GYJnUIpiadQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/GYJnUIpiadQ_James_Biday_2006.flac,43692142,,2025-09-09 15:46:29,synthesized James Biday,0.65,Unknown,False
Arnob,Tomar Jonno,nan,Non-film,2006,Bengali,https://www.youtube.com/watch?v=dL-Ct9Oqq70,dL-Ct9Oqq70,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Arnob/dL-Ct9Oqq70_Arnob_Tomar Jonno_2006.flac,23228218,,2025-09-09 15:46:34,synthesized Arnob Tomar Jonno,0.65,Unknown,False
Rupankar Bagchi,Hridoyer Taan,Hemlock Society,Film,2012,Bengali,https://www.youtube.com/watch?v=Uqb5yT5mYy8,Uqb5yT5mYy8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Rupankar Bagchi/Uqb5yT5mYy8_Rupankar Bagchi_Hridoyer Taan_2012.flac,52826868,,2025-09-09 15:46:34,AI version Rupankar Bagchi Hridoyer Taan,0.55,Unknown,False
James,Jonota Express,nan,Non-film,2001,Bengali,https://www.youtube.com/watch?v=QcMFWMs22Xc,QcMFWMs22Xc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/QcMFWMs22Xc_James_Jonota Express_2001.flac,57580666,,2025-09-09 15:46:34,James Jonota Express AI singing,0.75,Unknown,False
Richa Sharma,Chhodo More Baiyyan,Zubeidaa,Film,2001,Hindi,https://www.youtube.com/watch?v=Nw9m2x8rUzo,Nw9m2x8rUzo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/Nw9m2x8rUzo_Richa Sharma_Chhodo More Baiyyan_2001.flac,50213838,,2025-09-09 15:46:34,Richa Sharma Chhodo More Baiyyan AI cover official,0.75,Unknown,False
Richa Sharma,Police Case Na Ban Jaye,Haasil,Film,2003,Hindi,https://www.youtube.com/watch?v=dVskcHRTNEo,dVskcHRTNEo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/dVskcHRTNEo_Richa Sharma_Police Case Na Ban Jaye_2003.flac,59757050,,2025-09-09 15:46:36,Richa Sharma Police Case Na Ban Jaye AI singing Hindi,0.6100000000000001,Unknown,False
Nachiketa Chakraborty,Ebar Nilanjan,nan,Non-film,2008,Bengali,https://www.youtube.com/watch?v=W4qpT0nX_Rw,W4qpT0nX_Rw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Nachiketa Chakraborty/W4qpT0nX_Rw_Nachiketa Chakraborty_Ebar Nilanjan_2008.flac,49801750,,2025-09-09 15:46:36,AI cover Nachiketa Chakraborty Ebar Nilanjan,0.55,Unknown,False
Rupankar Bagchi,Bhalobasa,nan,Non-film,2015,Bengali,https://www.youtube.com/watch?v=WSdqrd5vh4U,WSdqrd5vh4U,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Rupankar Bagchi/WSdqrd5vh4U_Rupankar Bagchi_Bhalobasa_2015.flac,65113382,,2025-09-09 15:46:36,AI singing Rupankar Bagchi Bhalobasa,0.55,Unknown,False
James,Mirabai,nan,Non-film,2001,Bengali,https://www.youtube.com/watch?v=5EOUl4T-0SE,5EOUl4T-0SE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/5EOUl4T-0SE_James_Mirabai_2001.flac,56972703,,2025-09-09 15:46:36,James Mirabai AI version,0.55,Unknown,False
James,Ashbar Kale Ashlam Eka,Moner Majhe Tumi,Film,2002,Bengali,https://www.youtube.com/watch?v=cHkIJxS8jZY,cHkIJxS8jZY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/cHkIJxS8jZY_James_Ashbar Kale Ashlam Eka_2002.flac,29251024,,2025-09-09 15:46:36,James Ashbar Kale Ashlam Eka voice clone official,0.65,Unknown,False
Arnob,Valobasha Tarpor,nan,Non-film,2008,Bengali,https://www.youtube.com/watch?v=ZkIaQS9rpT4,ZkIaQS9rpT4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Arnob/ZkIaQS9rpT4_Arnob_Valobasha Tarpor_2008.flac,56999414,,2025-09-09 15:46:36,AI version Arnob Valobasha Tarpor,0.55,Unknown,False
Nachiketa Chakraborty,Hariye Gelo,Dash Mash Dash Diner Galpo,Film,2009,Bengali,https://www.youtube.com/watch?v=ZdZe28U7exw,ZdZe28U7exw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Nachiketa Chakraborty/ZdZe28U7exw_Nachiketa Chakraborty_Hariye Gelo_2009.flac,36941797,,2025-09-09 15:46:36,Nachiketa Chakraborty Hariye Gelo synthesized,0.55,Unknown,False
Arnob,Bakshe Bakshe,nan,Non-film,2008,Bengali,https://www.youtube.com/watch?v=v1gR6apQaUA,v1gR6apQaUA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Arnob/v1gR6apQaUA_Arnob_Bakshe Bakshe_2008.flac,39142951,,2025-09-09 15:46:42,Arnob Bakshe Bakshe deepfake Bengali,0.65,Unknown,False
James,Ami Tomaderi Lok,nan,Non-film,2007,Bengali,https://www.youtube.com/watch?v=Q3YJRM_KvcI,Q3YJRM_KvcI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/Q3YJRM_KvcI_James_Ami Tomaderi Lok_2007.flac,43435232,,2025-09-09 15:46:42,James Ami Tomaderi Lok AI singing official,0.75,Unknown,False
Richa Sharma,Ishq Jab (Female Version),Hungama,Film,2003,Hindi,https://www.youtube.com/watch?v=B-OFn3BhV4A,B-OFn3BhV4A,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/B-OFn3BhV4A_Richa Sharma_Ishq Jab (Female Version)_2003.flac,59679826,,2025-09-09 15:47:21,Richa Sharma Ishq Jab (Female Version) AI cover Hindi,0.65,Unknown,False
James,I Love You,nan,Non-film,2023,Bengali,https://www.youtube.com/watch?v=76NluBy3m3U,76NluBy3m3U,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/76NluBy3m3U_James_I Love You_2023.flac,3501835,,2025-09-09 15:47:48,deepfake James I Love You,0.6000000000000001,Unknown,False
James,Pagla Hawa,Warning,Film,2015,Bengali,https://www.youtube.com/watch?v=xUI4m0wtASk,xUI4m0wtASk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/xUI4m0wtASk_James_Pagla Hawa_2015.flac,23564312,,2025-09-09 15:47:49,James Pagla Hawa generated,0.65,Unknown,False
James,Beder Meye Josna,Guerilla,Film,2011,Bengali,https://www.youtube.com/watch?v=fPov_4KBx5c,fPov_4KBx5c,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/fPov_4KBx5c_James_Beder Meye Josna_2011.flac,56470504,,2025-09-09 15:47:53,James Beder Meye Josna synthesized,0.65,Unknown,False
James,Eto Kosto,Warning,Film,2015,Bengali,https://www.youtube.com/watch?v=Z6o3Knher_E,Z6o3Knher_E,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/Z6o3Knher_E_James_Eto Kosto_2015.flac,49341901,,2025-09-09 15:47:53,James Eto Kosto voice clone Bengali,0.6,Unknown,False
Nachiketa Chakraborty,Coronavirus,nan,Non-film,2020,Bengali,https://www.youtube.com/watch?v=azn8k2RiTPk,azn8k2RiTPk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Nachiketa Chakraborty/azn8k2RiTPk_Nachiketa Chakraborty_Coronavirus_2020.flac,22424688,,2025-09-09 15:47:56,Nachiketa Chakraborty Coronavirus AI singing Bengali,0.55,Unknown,False
James,Tufan,Tufan,Film,2024,Bengali,https://www.youtube.com/watch?v=1XpspMvYc9g,1XpspMvYc9g,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/1XpspMvYc9g_James_Tufan_2024.flac,46511938,,2025-09-09 15:47:56,James Tufan deepfake official,0.65,Unknown,False
Rupankar Bagchi,Tumi Jake Bhalobaso (Male),Praktan,Film,2016,Bengali,https://www.youtube.com/watch?v=WrJWG2jlqk0,WrJWG2jlqk0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Rupankar Bagchi/WrJWG2jlqk0_Rupankar Bagchi_Tumi Jake Bhalobaso (Male)_2016.flac,56187209,,2025-09-09 15:48:01,Rupankar Bagchi Tumi Jake Bhalobaso (Male) AI cover 2016,0.55,Unknown,False
James,Tor Premete Ondho Holam,Satta,Film,2017,Bengali,https://www.youtube.com/watch?v=UTx4fSMaYus,UTx4fSMaYus,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/UTx4fSMaYus_James_Tor Premete Ondho Holam_2017.flac,61844374,,2025-09-09 15:48:02,James Tor Premete Ondho Holam synthesized Bengali,0.6,Unknown,False
Nachiketa Chakraborty,Aay Phire Aay,nan,Non-film,2012,Bengali,https://www.youtube.com/watch?v=DbZLYiSlqLE,DbZLYiSlqLE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Nachiketa Chakraborty/DbZLYiSlqLE_Nachiketa Chakraborty_Aay Phire Aay_2012.flac,21699894,,2025-09-09 15:48:02,Nachiketa Chakraborty Aay Phire Aay AI cover,0.5833333333333334,Unknown,False
Richa Sharma,Dooriyan,Popcorn Khao! Mast Ho Jao,Film,2004,Hindi,https://www.youtube.com/watch?v=vvdt-ozgU2c,vvdt-ozgU2c,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/vvdt-ozgU2c_Richa Sharma_Dooriyan_2004.flac,68772275,,2025-09-09 15:48:03,Richa Sharma Dooriyan synthetic,0.75,Unknown,False
James,Ami Je Kar,Jawan,Film,2023,Bengali,https://www.youtube.com/watch?v=KK3klP0c48Q,KK3klP0c48Q,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/KK3klP0c48Q_James_Ami Je Kar_2023.flac,57072468,,2025-09-09 15:48:03,James Ami Je Kar synthesized official,0.6166666666666667,Unknown,False
Arnob,Majhe Majhe,nan,Non-film,2010,Bengali,https://www.youtube.com/watch?v=-xNo2aYf1Mk,-xNo2aYf1Mk,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Arnob/-xNo2aYf1Mk_Arnob_Majhe Majhe_2010.flac,69223296,,2025-09-09 15:48:08,AI version Arnob Majhe Majhe,0.8500000000000001,Unknown,False
James,Amar Mon,Patalghor,Film,2024,Bengali,https://www.youtube.com/watch?v=oBaW8PLcNwQ,oBaW8PLcNwQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/James/oBaW8PLcNwQ_James_Amar Mon_2024.flac,62116275,,2025-09-09 15:48:08,AI cover James Amar Mon,0.6,Unknown,False
Nachiketa Chakraborty,Eka Eka Potho Chola,nan,Non-film,2020,Bengali,https://www.youtube.com/watch?v=-GZJHbESkJA,-GZJHbESkJA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Nachiketa Chakraborty/-GZJHbESkJA_Nachiketa Chakraborty_Eka Eka Potho Chola_2020.flac,85935097,,2025-09-09 15:48:08,Nachiketa Chakraborty Eka Eka Potho Chola AI singing official,0.55,Unknown,False
Shreya Ghoshal,Amaro Porano Jaha Chay,nan,Non-film,2003,Bengali,https://www.youtube.com/watch?v=XMmXZqCirXw,XMmXZqCirXw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/XMmXZqCirXw_Shreya Ghoshal_Amaro Porano Jaha Chay_2003.flac,1503620,,2025-09-09 15:48:14,Shreya Ghoshal Amaro Porano Jaha Chay deepfake 2003,0.6000000000000001,Unknown,False
Anjan Dutt,Bela Bose,nan,Non-film,1994,Bengali,https://www.youtube.com/watch?v=C8lJMzx4sjs,C8lJMzx4sjs,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/C8lJMzx4sjs_Anjan Dutt_Bela Bose_1994.flac,39612286,,2025-09-09 15:48:15,Anjan Dutt Bela Bose AI cover official,0.65,Unknown,False
Anjan Dutt,Shunte Ki Chao,nan,Non-film,1994,Bengali,https://www.youtube.com/watch?v=o4gKVaT3QQE,o4gKVaT3QQE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/o4gKVaT3QQE_Anjan Dutt_Shunte Ki Chao_1994.flac,67061055,,2025-09-09 15:48:17,generated Anjan Dutt Shunte Ki Chao,0.5833333333333334,Unknown,False
Anjan Dutt,Mary Ann,nan,Non-film,1994,Bengali,https://www.youtube.com/watch?v=SC2r6VW9vHo,SC2r6VW9vHo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/SC2r6VW9vHo_Anjan Dutt_Mary Ann_1994.flac,49991183,,2025-09-09 15:48:30,Anjan Dutt Mary Ann AI cover official,0.65,Unknown,False
Rupankar Bagchi,Amaro Porano Jaha Chay,nan,Non-film,2021,Bengali,https://www.youtube.com/watch?v=jvg2g3961aI,jvg2g3961aI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Rupankar Bagchi/jvg2g3961aI_Rupankar Bagchi_Amaro Porano Jaha Chay_2021.flac,50635956,,2025-09-09 15:48:53,Rupankar Bagchi Amaro Porano Jaha Chay synthesized official,0.55,Unknown,False
Anjan Dutt,Purono Guitar,nan,Non-film,1995,Bengali,https://www.youtube.com/watch?v=3zrDvcT-hKE,3zrDvcT-hKE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/3zrDvcT-hKE_Anjan Dutt_Purono Guitar_1995.flac,54506672,,2025-09-09 15:48:56,Anjan Dutt Purono Guitar AI singing Bengali,0.65,Unknown,False
Richa Sharma,Aval Allah,Patiala House,Film,2011,Hindi,https://www.youtube.com/watch?v=AArBiOMqBRc,AArBiOMqBRc,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/AArBiOMqBRc_Richa Sharma_Aval Allah_2011.flac,33998413,,2025-09-09 15:48:57,Richa Sharma Aval Allah AI cover official,0.65,Unknown,False
Richa Sharma,Chilam Sai Nath Ki,nan,Non-film,2011,Hindi,https://www.youtube.com/watch?v=I8WNm3V0kls,I8WNm3V0kls,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/I8WNm3V0kls_Richa Sharma_Chilam Sai Nath Ki_2011.flac,36313769,,2025-09-09 15:48:57,AI cover Richa Sharma Chilam Sai Nath Ki,0.7000000000000001,Unknown,False
Anjan Dutt,Half Chocolate,nan,Non-film,1996,Bengali,https://www.youtube.com/watch?v=V4G7RDwtJxU,V4G7RDwtJxU,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/V4G7RDwtJxU_Anjan Dutt_Half Chocolate_1996.flac,43650656,,2025-09-09 15:49:08,Anjan Dutt Half Chocolate AI version,0.65,Unknown,False
Richa Sharma,Sai Ki Tasveer,nan,Non-film,2011,Hindi,https://www.youtube.com/watch?v=TxkJWWtuSAw,TxkJWWtuSAw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/TxkJWWtuSAw_Richa Sharma_Sai Ki Tasveer_2011.flac,45579030,,2025-09-09 15:49:08,Richa Sharma Sai Ki Tasveer synthetic,0.6166666666666667,Unknown,False
Shreya Ghoshal,Pherari Mon,Antaheen,Film,2009,Bengali,https://www.youtube.com/watch?v=DQJHIl2LhNo,DQJHIl2LhNo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/DQJHIl2LhNo_Shreya Ghoshal_Pherari Mon_2009.flac,79556624,,2025-09-09 15:49:08,deepfake Shreya Ghoshal Pherari Mon,0.65,Unknown,False
Richa Sharma,Mere Sai Ne Itna Diya Hai,N/Aeer,Non-film,2011,Hindi,https://www.youtube.com/watch?v=4yPHgn8svew,4yPHgn8svew,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/4yPHgn8svew_Richa Sharma_Mere Sai Ne Itna Diya Hai_2011.flac,51636238,,2025-09-09 15:49:08,Richa Sharma Mere Sai Ne Itna Diya Hai synthesized 2011,0.8166666666666667,Unknown,True
Richa Sharma,Koi Teerath Mere Mann Ko,nan,Non-film,2011,Hindi,https://www.youtube.com/watch?v=06Hmozwu5kY,06Hmozwu5kY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/06Hmozwu5kY_Richa Sharma_Koi Teerath Mere Mann Ko_2011.flac,58334820,,2025-09-09 15:49:08,AI singing Richa Sharma Koi Teerath Mere Mann Ko,0.55,Unknown,True
Richa Sharma,Babul,Dhaakad,Film,2022,Hindi,https://www.youtube.com/watch?v=KB04URWZpGI,KB04URWZpGI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/KB04URWZpGI_Richa Sharma_Babul_2022.flac,11219071,,2025-09-09 15:50:15,synthesized Richa Sharma Babul,0.75,Unknown,True
Richa Sharma,Najar Tori Raja,Jai Gangaajal,Film,2016,Hindi,https://www.youtube.com/watch?v=VmwFwmPrJW8,VmwFwmPrJW8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/VmwFwmPrJW8_Richa Sharma_Najar Tori Raja_2016.flac,30771649,,2025-09-09 15:50:21,synthetic Richa Sharma Najar Tori Raja,0.75,Unknown,False
Arnob,Ei Shohor Amar,Aynabaji,Film,2016,Bengali,https://www.youtube.com/watch?v=ZMlObZU4QOA,ZMlObZU4QOA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Arnob/ZMlObZU4QOA_Arnob_Ei Shohor Amar_2016.flac,16117744,,2025-09-09 15:50:22,Arnob Ei Shohor Amar AI singing official,0.6833333333333333,Unknown,True
Richa Sharma,Lazy Lad,Ghanchakkar,Film,2013,Hindi,https://www.youtube.com/watch?v=mu40IMDNVo0,mu40IMDNVo0,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Hindi/Richa Sharma/mu40IMDNVo0_Richa Sharma_Lazy Lad_2013.flac,40274697,,2025-09-09 15:50:23,Richa Sharma Lazy Lad voice clone official,0.65,Unknown,False
Shaan,Sudhu Tomar Jonno,nan,Non-film,2002,Bengali,https://www.youtube.com/watch?v=B_3iAldRats,B_3iAldRats,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shaan/B_3iAldRats_Shaan_Sudhu Tomar Jonno_2002.flac,18282777,,2025-09-09 15:50:26,Shaan Sudhu Tomar Jonno synthesized official,0.5833333333333334,Unknown,False
Shreya Ghoshal,Balir Shohor,Mishawr Rawhoshyo,Film,2013,Bengali,https://www.youtube.com/watch?v=Hra4bPkedek,Hra4bPkedek,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/Hra4bPkedek_Shreya Ghoshal_Balir Shohor_2013.flac,33835471,,2025-09-09 15:50:27,Shreya Ghoshal Balir Shohor AI cover official,0.65,Unknown,False
Anjan Dutt,Tumi Ashbe Bole,nan,Non-film,2001,Bengali,https://www.youtube.com/watch?v=o_8nfpGsQsY,o_8nfpGsQsY,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/o_8nfpGsQsY_Anjan Dutt_Tumi Ashbe Bole_2001.flac,31944240,,2025-09-09 15:50:31,Anjan Dutt Tumi Ashbe Bole AI singing official,0.75,Unknown,False
Anjan Dutt,Ekdin Brishtite,nan,Non-film,1997,Bengali,https://www.youtube.com/watch?v=KybONJt2P1o,KybONJt2P1o,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/KybONJt2P1o_Anjan Dutt_Ekdin Brishtite_1997.flac,57170905,,2025-09-09 15:50:32,Anjan Dutt Ekdin Brishtite AI cover,0.65,Unknown,False
Rupankar Bagchi,O Mon,Haami,Film,2018,Bengali,https://www.youtube.com/watch?v=EM8W41YZfeo,EM8W41YZfeo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Rupankar Bagchi/EM8W41YZfeo_Rupankar Bagchi_O Mon_2018.flac,53364561,,2025-09-09 15:50:32,voice clone Rupankar Bagchi O Mon,0.55,Unknown,False
Anjan Dutt,Darjeeling,nan,Non-film,1998,Bengali,https://www.youtube.com/watch?v=QNBbSI_Vz3g,QNBbSI_Vz3g,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/QNBbSI_Vz3g_Anjan Dutt_Darjeeling_1998.flac,62286391,,2025-09-09 15:50:32,Anjan Dutt Darjeeling AI singing Bengali,0.65,Unknown,False
Arnob,Ki Hole Ki Hoto,Sincerely Yours Dhaka,Film,2018,Bengali,https://www.youtube.com/watch?v=2vLG8RGTfMw,2vLG8RGTfMw,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Arnob/2vLG8RGTfMw_Arnob_Ki Hole Ki Hoto_2018.flac,49346288,,2025-09-09 15:50:33,Arnob Ki Hole Ki Hoto AI singing official,0.55,Unknown,False
Shreya Ghoshal,Jao Pakhi Bolo,nan,Non-film,2012,Bengali,https://www.youtube.com/watch?v=ZdU5XsLYtro,ZdU5XsLYtro,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/ZdU5XsLYtro_Shreya Ghoshal_Jao Pakhi Bolo_2012.flac,55414065,,2025-09-09 15:50:33,AI cover Shreya Ghoshal Jao Pakhi Bolo,0.65,Unknown,False
Shaan,Tomakei Chai,nan,Non-film,2001,Bengali,https://www.youtube.com/watch?v=8M0HTSRl-XE,8M0HTSRl-XE,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shaan/8M0HTSRl-XE_Shaan_Tomakei Chai_2001.flac,55787034,,2025-09-09 15:50:34,Shaan Tomakei Chai AI cover Bengali,0.65,Unknown,False
Anjan Dutt,Bandhu,nan,Non-film,1999,Bengali,https://www.youtube.com/watch?v=57sI0ZMG24w,57sI0ZMG24w,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/57sI0ZMG24w_Anjan Dutt_Bandhu_1999.flac,51652588,,2025-09-09 15:50:34,Anjan Dutt Bandhu synthetic,0.65,Unknown,False
Shreya Ghoshal,Chaander Pahar,Chaander Pahar,Film,2014,Bengali,https://www.youtube.com/watch?v=znhB3R1qHZ4,znhB3R1qHZ4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/znhB3R1qHZ4_Shreya Ghoshal_Chaander Pahar_2014.flac,62258711,,2025-09-09 15:51:14,Shreya Ghoshal Chaander Pahar AI cover,0.55,Unknown,False
Habib Wahid,Din Gelo,nan,Non-film,2006,Bengali,https://www.youtube.com/watch?v=TuOLN2EYssI,TuOLN2EYssI,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/TuOLN2EYssI_Habib Wahid_Din Gelo_2006.flac,3406432,,2025-09-09 15:51:26,synthetic Habib Wahid Din Gelo,0.75,Unknown,False
Shreya Ghoshal,Mon-Kemoner Station,nan,Non-film,2012,Bengali,https://www.youtube.com/watch?v=bn00uog1kBo,bn00uog1kBo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/bn00uog1kBo_Shreya Ghoshal_Mon-Kemoner Station_2012.flac,454711921,,2025-09-09 15:51:34,Shreya Ghoshal Mon-Kemoner Station deepfake Bengali,0.6,Unknown,False
Habib Wahid,Krishno (Solo Version),nan,Non-film,2005,Bengali,https://www.youtube.com/watch?v=VcZ2MAQlJZA,VcZ2MAQlJZA,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/VcZ2MAQlJZA_Habib Wahid_Krishno (Solo Version)_2005.flac,53396436,,2025-09-09 15:51:43,Habib Wahid Krishno (Solo Version) generated,0.55,Unknown,False
Anjan Dutt,Ranjana,Ranjana Ami Ar Ashbona,Film,2011,Bengali,https://www.youtube.com/watch?v=d8BQIawsM_s,d8BQIawsM_s,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Anjan Dutt/d8BQIawsM_s_Anjan Dutt_Ranjana_2011.flac,60037066,,2025-09-09 15:51:44,AI version Anjan Dutt Ranjana,0.65,Unknown,False
Shreya Ghoshal,Nesha Nesha,Game,Film,2014,Bengali,https://www.youtube.com/watch?v=Sf3qXh6wYVo,Sf3qXh6wYVo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Shreya Ghoshal/Sf3qXh6wYVo_Shreya Ghoshal_Nesha Nesha_2014.flac,102107272,,2025-09-09 15:51:46,Shreya Ghoshal Nesha Nesha synthesized official,0.55,Unknown,False
Habib Wahid,Ami Tomar Hote Chai,Ami Tomar Hote Chai,Film,2016,Bengali,https://www.youtube.com/watch?v=e2ilv86j12A,e2ilv86j12A,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/e2ilv86j12A_Habib Wahid_Ami Tomar Hote Chai_2016.flac,28502674,,2025-09-09 15:51:52,Habib Wahid Ami Tomar Hote Chai synthetic,0.75,Unknown,False
Habib Wahid,Bhalobashbo Re,nan,Non-film,2011,Bengali,https://www.youtube.com/watch?v=jeG11Xunkmo,jeG11Xunkmo,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/jeG11Xunkmo_Habib Wahid_Bhalobashbo Re_2011.flac,35057264,,2025-09-09 15:51:56,Habib Wahid Bhalobashbo Re AI cover,0.75,Unknown,False
Habib Wahid,Beporowa Mon,nan,Non-film,2016,Bengali,https://www.youtube.com/watch?v=TQ0-BsdbPtQ,TQ0-BsdbPtQ,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/TQ0-BsdbPtQ_Habib Wahid_Beporowa Mon_2016.flac,44392932,,2025-09-09 15:51:56,AI cover Habib Wahid Beporowa Mon,0.65,Unknown,False
Habib Wahid,Ghum,nan,Non-film,2017,Bengali,https://www.youtube.com/watch?v=vRflmLYw3i8,vRflmLYw3i8,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/vRflmLYw3i8_Habib Wahid_Ghum_2017.flac,58382329,,2025-09-09 15:51:56,Habib Wahid Ghum AI singing 2017,0.75,Unknown,False
Habib Wahid,Mon Ghumay Re,nan,Non-film,2015,Bengali,https://www.youtube.com/watch?v=zGVypVCjjD4,zGVypVCjjD4,/workspace/SingFake_Project/IndicFake/dataset/raw_downloads_deepfake/Bengali/Habib Wahid/zGVypVCjjD4_Habib Wahid_Mon Ghumay Re_2015.flac,60508137,,2025-09-09 15:51:56,Habib Wahid Mon Ghumay Re AI cover official,0.6833333333333333,Unknown,False
