singer,title,film_album,film_or_nonfilm,year,Language
Ghulam Ali,Kal Chaudhvin Ki Raat Thi,Mastana Peeye,Non-film,1985,Urdu
Ghulam Ali,Humko Kisike Gham Ne Mara,Mastana Peeye,Non-film,1985,Urdu
Ghulam Ali,Patta Patta Boota Boota,Mastana Peeye,Non-film,1985,Urdu
Ghulam Ali,Heer,Heer,Non-film,1986,Urdu
Ghulam Ali,Dil Jala Na,Passions,Non-film,1988,Urdu
Ghulam Ali,Bin Barish Barsat,Passions,Non-film,1988,Urdu
Ghulam Ali,Bekali,Sajda,Non-film,1990,Urdu
Ghulam Ali,Dard-E-Dil,Sajda,Non-film,1990,Urdu
Ghulam Ali,Nazar Se Nazar,Haseen Lamhen,Non-film,1992,Urdu
Ghulam Ali,Khuli Jo Aankh,Haseen Lamhen,Non-film,1992,Urdu
Ghulam Ali,Hum Tere Shahar Mein,Husn-E-Ghazal,Non-film,1995,Urdu
Ghulam Ali,Tumhare Khat Mein,Husn-E-Ghazal,Non-film,1995,Urdu
Ghulam Ali,Mehfil Mein Baar Baar,Anjuman,Non-film,1998,Urdu
Ghulam Ali,Kha Kar Zakham,Visaal,Non-film,2000,Urdu
Ghulam Ali,Teri Yaad,Ghazal,Film,2002,Urdu
Ghulam Ali,Sehmi Sehmi,Gopi Kishan,Film,1994,Urdu
Chandan Dass,Uski Gali Mein Phir Mujhe,Introducing Chandan Dass,Non-film,1982,Urdu
Chandan Dass,Is Soch Main Baitha Hoon,Introducing Chandan Dass,Non-film,1982,Urdu
Chandan Dass,Aap Kyon Roye,Introducing Chandan Dass,Non-film,1982,Urdu
Chandan Dass,Khushboo Ki Tarah Aaya,Kitne Hi Rang,Non-film,1983,Urdu
Chandan Dass,Yeh Chirag Benazar Hai,Kitne Hi Rang,Non-film,1983,Urdu
Chandan Dass,Halaat Maiqade Ke,Kitne Hi Rang,Non-film,1983,Urdu
Chandan Dass,Jab Koi Faisla Kijiye,Kitne Hi Rang,Non-film,1983,Urdu
Chandan Dass,Saath Chhutega Kaise,Deewangi,Non-film,1985,Urdu
Chandan Dass,Ranjish Hi Sahi,Deewangi,Non-film,1985,Urdu
Chandan Dass,Na Jee Bhar Ke Dekha,Ghazal Usne Chhedi,Non-film,1985,Urdu
Chandan Dass,Apna Gham Leke Kahin,Ghazal Usne Chhedi,Non-film,1985,Urdu
Chandan Dass,Zindagi Tujhko Jiya Hai,Ghazal Usne Chhedi,Non-film,1985,Urdu
Chandan Dass,Pyar Ki Duniya,Aaraish Vol. 1,Non-film,1990,Urdu
Chandan Dass,Aakhri Khat Hai Mera,Aaraish Vol. 1,Non-film,1990,Urdu
Chandan Dass,Jab Chaha Jazbaat Se,Tamanna,Non-film,1992,Urdu
Chandan Dass,Aisa Lagta Hai,Tamanna,Non-film,1992,Urdu
Chandan Dass,Raaton Mein Gar Na,Inayat,Non-film,1993,Urdu
Chandan Dass,Shab-E-Gham Mujhse Milkar,Inayat,Non-film,1993,Urdu
Chandan Dass,Khelne Ke Vaste,Amaanat,Non-film,1995,Urdu
Chandan Dass,Dost Milte Hain Yahan,Amaanat,Non-film,1995,Urdu
Chandan Dass,Woh Kaun Thi,Junoon,Non-film,1998,Urdu
Chandan Dass,Tum Bin Kahin,Junoon,Non-film,1998,Urdu
Chandan Dass,Kabhi To Aayega,Guzarish,Non-film,2001,Urdu
Chandan Dass,Koi Deewana Kehta Hai,Guzarish,Non-film,2001,Urdu
Chandan Dass,Ishq Mein,Nishaniyan,Non-film,2006,Urdu
Najam Sheraz,In Se Keh Dena,Najam,Non-film,1995,Urdu
Najam Sheraz,Sohni Lagdi,Najam,Non-film,1995,Urdu
Najam Sheraz,Pyar Ka Jadoo,Najam,Non-film,1995,Urdu
Najam Sheraz,Zalim Haseena,Najam,Non-film,1995,Urdu
Najam Sheraz,Pal Do Pal Ki Chahat,Pal Do Pal Ki Chahat,Non-film,1997,Urdu
Najam Sheraz,Jiska Dil,Pal Do Pal Ki Chahat,Non-film,1997,Urdu
Najam Sheraz,Pyar Diwana,Pal Do Pal Ki Chahat,Non-film,1997,Urdu
Najam Sheraz,Yeh Hawayein,Yeh Hawayein,Non-film,1998,Urdu
Najam Sheraz,Aao Wahan Chalein,Aao Wahan Chalein - Single,Non-film,1999,Urdu
Najam Sheraz,Menu Tere Naal,Menu Tere Naal,Non-film,2000,Urdu
Najam Sheraz,Khwabon Ke Rishtey,Menu Tere Naal,Non-film,2000,Urdu
Najam Sheraz,Gham-e-Dil,Menu Tere Naal,Non-film,2000,Urdu
Najam Sheraz,Pehli Mulakat,Pehli Mulakat,Non-film,2001,Urdu
Najam Sheraz,Pyar Ho Jata Hai,Pehli Mulakat,Non-film,2001,Urdu
Najam Sheraz,Ae Watan,Pehli Mulakat,Non-film,2001,Urdu
Najam Sheraz,Hamari Pehchan,Hamari Pehchan,Non-film,2002,Urdu
Najam Sheraz,Khushbu,Khushbu,Non-film,2003,Urdu
Najam Sheraz,Tu Hi Tu,Khushbu,Non-film,2003,Urdu
Najam Sheraz,Tera Hi Naam,Tera Hi Naam,Non-film,2004,Urdu
Najam Sheraz,Ali Maula,Ali Maula,Non-film,2005,Urdu
Najam Sheraz,Jeena,Jeena,Non-film,2006,Urdu
Najam Sheraz,Bheegay Hont Teray,Bheegay Hont Teray - Single,Non-film,2008,Urdu
Najam Sheraz,Mera Maula,Mera Maula - Single,Non-film,2010,Urdu
Najam Sheraz,Gilay,Gilay - Single,Non-film,2017,Urdu
Najam Sheraz,Hasbi Rabbi,Hasbi Rabbi - Single,Non-film,2022,Urdu
Abida Parveen,Hum To Thehre Ajnabi,,Non-film,1985,Urdu
Abida Parveen,Yeh Jafaye Gham,,Non-film,1985,Urdu
Abida Parveen,Dil Ishq Mein,,Non-film,1986,Urdu
Abida Parveen,Tum Ko Dekhe Huay,,Non-film,1987,Urdu
Abida Parveen,Gulistan,,Non-film,1988,Urdu
Abida Parveen,Jahan-e-Khusrau,,Non-film,1989,Urdu
Abida Parveen,Dard-e-Dil,Devotion,Non-film,1990,Urdu
Abida Parveen,Yaar Ko Humne Ja Ba Ja Dekha,Raqs-e-Bismil - Dance of the Wounded,Non-film,1991,Urdu
Abida Parveen,Ek Nukte Wich,Raqs-e-Bismil - Dance of the Wounded,Non-film,1991,Urdu
Abida Parveen,Tere Ishq Nachaya,Raqs-e-Bismil - Dance of the Wounded,Non-film,1991,Urdu
Abida Parveen,Mujhe Bekhudi,Folk Music of Pakistan,Non-film,1992,Urdu
Abida Parveen,Dhoondo Ge Agar,Folk Music of Pakistan,Non-film,1992,Urdu
Abida Parveen,Har Tarannum,Janaan,Non-film,1994,Urdu
Abida Parveen,Mast Qalandar,Janaan,Non-film,1994,Urdu
Abida Parveen,Menda Ishq,Janaan,Non-film,1994,Urdu
Abida Parveen,Jab Se Tune Mujhe Deewana,The Best of Abida Parveen,Non-film,1995,Urdu
Abida Parveen,Dil Pe Chot,The Best of Abida Parveen,Non-film,1995,Urdu
Abida Parveen,Tum Aur Fareb,Heer by Abida,Non-film,1998,Urdu
Abida Parveen,Saudebazi,Heer by Abida,Non-film,1998,Urdu
Abida Parveen,Chhaap Tilak,Baba Bulleh Shah,Non-film,2003,Urdu
Abida Parveen,Mann Kunto Maula,Coke Studio Season 3,Non-film,2010,Urdu
Abida Parveen,Aaqa,Coke Studio Season 9,Non-film,2016,Urdu
Abida Parveen,Maula-e-Kull,Coke Studio Season 9,Non-film,2016,Urdu
Abida Parveen,Ghoom Charakhra,Coke Studio Season 10,Non-film,2017,Urdu
Abida Parveen,Pardadari,Pardadari - Single,Non-film,2021,Urdu
Celine Dion,(If There Was) Any Other Way,Unison,Non-film,1990,English
Celine Dion,Where Does My Heart Beat Now,Unison,Non-film,1990,English
Celine Dion,If You Asked Me To,Celine Dion,Non-film,1992,English
Celine Dion,The Power of Love,The Colour of My Love,Non-film,1993,English
Celine Dion,Think Twice,The Colour of My Love,Non-film,1993,English
Celine Dion,Because You Loved Me,Up Close & Personal,Film,1996,English
Celine Dion,It's All Coming Back to Me Now,Falling into You,Non-film,1996,English
Celine Dion,All by Myself,Falling into You,Non-film,1996,English
Celine Dion,My Heart Will Go On,Titanic,Film,1997,English
Celine Dion,The Reason,Let's Talk About Love,Non-film,1997,English
Celine Dion,Immortality,Let's Talk About Love,Non-film,1997,English
Celine Dion,That's the Way It Is,All the Way... A Decade of Song,Non-film,1999,English
Celine Dion,Then You Look at Me,Bicentennial Man,Film,1999,English
Celine Dion,A New Day Has Come,A New Day Has Come,Non-film,2002,English
Celine Dion,I'm Alive,A New Day Has Come,Non-film,2002,English
Celine Dion,I Drove All Night,One Heart,Non-film,2003,English
Celine Dion,Taking Chances,Taking Chances,Non-film,2007,English
Celine Dion,Alone,Taking Chances,Non-film,2007,English
Celine Dion,Loved Me Back to Life,Loved Me Back to Life,Non-film,2013,English
Celine Dion,Incredible,Loved Me Back to Life,Non-film,2013,English
Celine Dion,How Does a Moment Last Forever,Beauty and the Beast,Film,2017,English
Celine Dion,Ashes,Deadpool 2,Film,2018,English
Celine Dion,Imperfections,Courage,Non-film,2019,English
Celine Dion,Lying Down,Courage,Non-film,2019,English
Celine Dion,Courage,Courage,Non-film,2019,English
Prince,Thieves in the Temple,Graffiti Bridge,Film,1990,English
Prince,New Power Generation,Graffiti Bridge,Film,1990,English
Prince,Gett Off,Diamonds and Pearls,Non-film,1991,English
Prince,Cream,Diamonds and Pearls,Non-film,1991,English
Prince,Sexy M.F.,The Love Symbol Album,Non-film,1992,English
Prince,My Name Is Prince,The Love Symbol Album,Non-film,1992,English
Prince,7,The Love Symbol Album,Non-film,1992,English
Prince,The Most Beautiful Girl in the World,The Gold Experience,Non-film,1995,English
Prince,Gold,The Gold Experience,Non-film,1995,English
Prince,Eye Hate U,The Gold Experience,Non-film,1995,English
Prince,Betcha by Golly, Wow! Emancipation,Non-film,1996,English
Prince,The Holy River,Emancipation,Non-film,1996,English
Prince,Somebody's Somebody,Emancipation,Non-film,1996,English
Prince,The One,Rave Un2 the Joy Fantastic,Non-film,1999,English
Prince,The Work Pt. 1,The Rainbow Children,Non-film,2001,English
Prince,Musicology,Musicology,Non-film,2004,English
Prince,Call My Name,Musicology,Non-film,2004,English
Prince,Black Sweat,3121,Non-film,2006,English
Prince,Te Amo Corazón,3121,Non-film,2006,English
Prince,The Song of the Heart,Happy Feet,Film,2006,English
Prince,Guitar,Planet Earth,Non-film,2007,English
Prince,Chelsea Rodgers,Planet Earth,Non-film,2007,English
Prince,FIXURLIFEUP,PLECTRUMELECTRUM,Non-film,2014,English
Prince,This Could B Us,Art Official Age,Non-film,2014,English
Prince,Stare,Stare - Single,Non-film,2015,English
Elton John,The One,The One,Non-film,1992,English
Elton John,Runaway Train,The One,Non-film,1992,English
Elton John,Believe,Made in England,Non-film,1995,English
Elton John,Made in England,Made in England,Non-film,1995,English
Elton John,Circle of Life,The Lion King,Film,1994,English
Elton John,I Just Can't Wait to Be King,The Lion King,Film,1994,English
Elton John,Can You Feel the Love Tonight,The Lion King,Film,1994,English
Elton John,Something About the Way You Look Tonight,The Big Picture,Non-film,1997,English
Elton John,Written in the Stars,Elton John and LeAnn Rimes' Written in the Stars,Non-film,1999,English
Elton John,Someday Out of the Blue,The Road to El Dorado,Film,2000,English
Elton John,I Want Love,Songs from the West Coast,Non-film,2001,English
Elton John,This Train Don't Stop There Anymore,Songs from the West Coast,Non-film,2001,English
Elton John,Original Sin,Songs from the West Coast,Non-film,2001,English
Elton John,Are You Ready for Love,Are You Ready for Love EP,Non-film,2003,English
Elton John,Electricity,Billy Elliot the Musical,Non-film,2005,English
Elton John,The Bridge,The Captain & the Kid,Non-film,2006,English
Elton John,Hello Hello,Gnomeo & Juliet,Film,2011,English
Elton John,Home Again,The Diving Board,Non-film,2013,English
Elton John,Wonderful Crazy Night,Wonderful Crazy Night,Non-film,2016,English
Elton John,A Good Heart,Wonderful Crazy Night,Non-film,2016,English
Elton John,(I'm Gonna) Love Me Again,Rocketman,Film,2019,English
Elton John,Finish Line,The Lockdown Sessions,Non-film,2021,English
Elton John,Cold Heart,The Lockdown Sessions,Non-film,2021,English
Elton John,Hold Me Closer,Hold Me Closer - Single,Non-film,2022,English
Elton John,Merry Christmas,Merry Christmas - Single,Non-film,2021,English
Mariah Carey,Vision of Love,Mariah Carey,Non-film,1990,English
Mariah Carey,Love Takes Time,Mariah Carey,Non-film,1990,English
Mariah Carey,Someday,Mariah Carey,Non-film,1990,English
Mariah Carey,I Don't Wanna Cry,Mariah Carey,Non-film,1991,English
Mariah Carey,Emotions,Emotions,Non-film,1991,English
Mariah Carey,Can't Let Go,Emotions,Non-film,1991,English
Mariah Carey,Make It Happen,Emotions,Non-film,1992,English
Mariah Carey,Dreamlover,Music Box,Non-film,1993,English
Mariah Carey,Hero,Music Box,Non-film,1993,English
Mariah Carey,Without You,Music Box,Non-film,1994,English
Mariah Carey,Anytime You Need a Friend,Music Box,Non-film,1994,English
Mariah Carey,All I Want for Christmas Is You,Merry Christmas,Non-film,1994,English
Mariah Carey,Fantasy,Daydream,Non-film,1995,English
Mariah Carey,Always Be My Baby,Daydream,Non-film,1996,English
Mariah Carey,Forever,Daydream,Non-film,1996,English
Mariah Carey,Honey,Butterfly,Non-film,1997,English
Mariah Carey,My All,Butterfly,Non-film,1997,English
Mariah Carey,I Still Believe,#1's,Non-film,1998,English
Mariah Carey,Loverboy,Glitter,Film,2001,English
Mariah Carey,Never Too Far,Glitter,Film,2001,English
Mariah Carey,We Belong Together,The Emancipation of Mimi,Non-film,2005,English
Mariah Carey,Don't Forget About Us,The Emancipation of Mimi,Non-film,2005,English
Mariah Carey,Touch My Body,E=MC²,Non-film,2008,English
Mariah Carey,Obsessed,Memoirs of an Imperfect Angel,Non-film,2009,English
Mariah Carey,Almost Home,Oz the Great and Powerful,Film,2013,English
Whitney Houston,You Give Good Love,Whitney Houston,Non-film,1985,English
Whitney Houston,Saving All My Love for You,Whitney Houston,Non-film,1985,English
Whitney Houston,How Will I Know,Whitney Houston,Non-film,1985,English
Whitney Houston,Greatest Love of All,Whitney Houston,Non-film,1986,English
Whitney Houston,I'm Your Baby Tonight,I'm Your Baby Tonight,Non-film,1990,English
Whitney Houston,All the Man That I Need,I'm Your Baby Tonight,Non-film,1991,English
Whitney Houston,The Star Spangled Banner,The Star Spangled Banner - Single,Non-film,1991,English
Whitney Houston,I Will Always Love You,The Bodyguard,Film,1992,English
Whitney Houston,I Have Nothing,The Bodyguard,Film,1993,English
Whitney Houston,I'm Every Woman,The Bodyguard,Film,1993,English
Whitney Houston,Run to You,The Bodyguard,Film,1993,English
Whitney Houston,Queen of the Night,The Bodyguard,Film,1993,English
Whitney Houston,Exhale (Shoop Shoop),Waiting to Exhale,Film,1995,English
Whitney Houston,Why Does It Hurt So Bad,Waiting to Exhale,Film,1996,English
Whitney Houston,I Believe in You and Me,The Preacher's Wife,Film,1996,English
Whitney Houston,Step by Step,The Preacher's Wife,Film,1996,English
Whitney Houston,Joy to the World,The Preacher's Wife,Film,1996,English
Whitney Houston,My Love Is Your Love,My Love Is Your Love,Non-film,1999,English
Whitney Houston,It's Not Right but It's Okay,My Love Is Your Love,Non-film,1999,English
Whitney Houston,I Learned from the Best,My Love Is Your Love,Non-film,1999,English
Whitney Houston,Could I Have This Kiss Forever,Whitney: The Greatest Hits,Non-film,2000,English
Whitney Houston,Whatchulookinat,Just Whitney,Non-film,2002,English
Whitney Houston,Try It on My Own,Just Whitney,Non-film,2003,English
Whitney Houston,I Look to You,I Look to You,Non-film,2009,English
Whitney Houston,Million Dollar Bill,I Look to You,Non-film,2009,English
Beyoncé,Work It Out,Austin Powers in Goldmember,Film,2002,English
Beyoncé,Naughty Girl,Dangerously in Love,Non-film,2003,English
Beyoncé,"Me, Myself and I",Dangerously in Love,Non-film,2003,English
Beyoncé,Irreplaceable,B'Day,Non-film,2006,English
Beyoncé,Get Me Bodied,B'Day,Non-film,2006,English
Beyoncé,Listen,Dreamgirls,Film,2006,English
Beyoncé,If I Were a Boy,I Am... Sasha Fierce,Non-film,2008,English
Beyoncé,Halo,I Am... Sasha Fierce,Non-film,2008,English
Beyoncé,Single Ladies (Put a Ring on It),I Am... Sasha Fierce,Non-film,2008,English
Beyoncé,Sweet Dreams,I Am... Sasha Fierce,Non-film,2008,English
Beyoncé,Once in a Lifetime,Cadillac Records,Film,2008,English
Beyoncé,Best Thing I Never Had,4,Non-film,2011,English
Beyoncé,Love On Top,4,Non-film,2011,English
Beyoncé,Run the World (Girls),4,Non-film,2011,English
Beyoncé,Pretty Hurts,BEYONCÉ,Non-film,2013,English
Beyoncé,Drunk in Love,BEYONCÉ,Non-film,2013,English
Beyoncé,Partition,BEYONCÉ,Non-film,2013,English
Beyoncé,Formation,Lemonade,Non-film,2016,English
Beyoncé,Hold Up,Lemonade,Non-film,2016,English
Beyoncé,Sorry,Lemonade,Non-film,2016,English
Beyoncé,SPIRIT,The Lion King,Film,2019,English
Beyoncé,BREAK MY SOUL,RENAISSANCE,Non-film,2022,English
Beyoncé,CUFF IT,RENAISSANCE,Non-film,2022,English
Beyoncé,TEXAS HOLD 'EM,COWBOY CARTER,Non-film,2024,English
Beyoncé,JOLENE,COWBOY CARTER,Non-film,2024,English
Taylor Swift,Teardrops on My Guitar,Taylor Swift,Non-film,2006,English
Taylor Swift,Our Song,Taylor Swift,Non-film,2006,English
Taylor Swift,Love Story,Fearless,Non-film,2008,English
Taylor Swift,You Belong With Me,Fearless,Non-film,2008,English
Taylor Swift,Today Was a Fairytale,Valentine's Day,Film,2010,English
Taylor Swift,Mine,Speak Now,Non-film,2010,English
Taylor Swift,Back to December,Speak Now,Non-film,2010,English
Taylor Swift,Safe & Sound,The Hunger Games,Film,2012,English
Taylor Swift,We Are Never Ever Getting Back Together,Red,Non-film,2012,English
Taylor Swift,I Knew You Were Trouble.,Red,Non-film,2012,English
Taylor Swift,22,Red,Non-film,2012,English
Taylor Swift,Shake It Off,1989,Non-film,2014,English
Taylor Swift,Blank Space,1989,Non-film,2014,English
Taylor Swift,Style,1989,Non-film,2014,English
Taylor Swift,Wildest Dreams,1989,Non-film,2014,English
Taylor Swift,Look What You Made Me Do,reputation,Non-film,2017,English
Taylor Swift,...Ready For It?,reputation,Non-film,2017,English
Taylor Swift,Delicate,reputation,Non-film,2017,English
Taylor Swift,ME!,Lover,Non-film,2019,English
Taylor Swift,You Need To Calm Down,Lover,Non-film,2019,English
Taylor Swift,Lover,Lover,Non-film,2019,English
Taylor Swift,cardigan,folklore,Non-film,2020,English
Taylor Swift,willow,evermore,Non-film,2020,English
Taylor Swift,Anti-Hero,Midnights,Non-film,2022,English
Taylor Swift,Carolina,Where the Crawdads Sing,Film,2022,English
Rihanna,Pon de Replay,Music of the Sun,Non-film,2005,English
Rihanna,If It's Lovin' that You Want,Music of the Sun,Non-film,2005,English
Rihanna,SOS,A Girl Like Me,Non-film,2006,English
Rihanna,Unfaithful,A Girl Like Me,Non-film,2006,English
Rihanna,Don't Stop the Music,Good Girl Gone Bad,Non-film,2007,English
Rihanna,Hate That I Love You,Good Girl Gone Bad,Non-film,2007,English
Rihanna,Rehab,Good Girl Gone Bad,Non-film,2007,English
Rihanna,Take a Bow,Good Girl Gone Bad: Reloaded,Non-film,2008,English
Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,Non-film,2008,English
Rihanna,Russian Roulette,Rated R,Non-film,2009,English
Rihanna,Rude Boy,Rated R,Non-film,2009,English
Rihanna,Te Amo,Rated R,Non-film,2009,English
Rihanna,Only Girl (In the World),Loud,Non-film,2010,English
Rihanna,S&M,Loud,Non-film,2010,English
Rihanna,California King Bed,Loud,Non-film,2010,English
Rihanna,Cheers (Drink to That),Loud,Non-film,2010,English
Rihanna,Diamonds,Unapologetic,Non-film,2012,English
Rihanna,Pour It Up,Unapologetic,Non-film,2012,English
Rihanna,Towards the Sun,Home,Film,2015,English
Rihanna,Kiss It Better,ANTI,Non-film,2016,English
Rihanna,Needed Me,ANTI,Non-film,2016,English
Rihanna,Love on the Brain,ANTI,Non-film,2016,English
Rihanna,Sex with Me,ANTI,Non-film,2016,English
Rihanna,Sledgehammer,Star Trek Beyond,Film,2016,English
Rihanna,Lift Me Up,Black Panther: Wakanda Forever,Film,2022,English
Lady Gaga,Poker Face,The Fame,Non-film,2008,English
Lady Gaga,Paparazzi,The Fame,Non-film,2008,English
Lady Gaga,Bad Romance,The Fame Monster,Non-film,2009,English
Lady Gaga,Alejandro,The Fame Monster,Non-film,2009,English
Lady Gaga,Dance in the Dark,The Fame Monster,Non-film,2009,English
Lady Gaga,Born This Way,Born This Way,Non-film,2011,English
Lady Gaga,Judas,Born This Way,Non-film,2011,English
Lady Gaga,The Edge of Glory,Born This Way,Non-film,2011,English
Lady Gaga,Yoü and I,Born This Way,Non-film,2011,English
Lady Gaga,Marry the Night,Born This Way,Non-film,2011,English
Lady Gaga,Applause,Artpop,Non-film,2013,English
Lady Gaga,G.U.Y.,Artpop,Non-film,2013,English
Lady Gaga,Til It Happens to You,The Hunting Ground,Film,2015,English
Lady Gaga,Million Reasons,Joanne,Non-film,2016,English
Lady Gaga,Perfect Illusion,Joanne,Non-film,2016,English
Lady Gaga,The Cure,The Cure - Single,Non-film,2017,English
Lady Gaga,Always Remember Us This Way,A Star Is Born,Film,2018,English
Lady Gaga,I'll Never Love Again,A Star Is Born,Film,2018,English
Lady Gaga,Look What I Found,A Star Is Born,Film,2018,English
Lady Gaga,Stupid Love,Chromatica,Non-film,2020,English
Lady Gaga,911,Chromatica,Non-film,2020,English
Lady Gaga,Free Woman,Chromatica,Non-film,2020,English
Lady Gaga,House of Gucci,House of Gucci,Film,2021,English
Lady Gaga,Hold My Hand,Top Gun: Maverick,Film,2022,English
Lady Gaga,Bloody Mary,Bloody Mary - Single,Non-film,2022,English
Britney Spears,...Baby One More Time,...Baby One More Time,Non-film,1999,English
Britney Spears,(You Drive Me) Crazy,...Baby One More Time,Non-film,1999,English
Britney Spears,Sometimes,...Baby One More Time,Non-film,1999,English
Britney Spears,Oops!... I Did It Again,Oops!... I Did It Again,Non-film,2000,English
Britney Spears,Lucky,Oops!... I Did It Again,Non-film,2000,English
Britney Spears,Stronger,Oops!... I Did It Again,Non-film,2000,English
Britney Spears,I'm a Slave 4 U,Britney,Non-film,2001,English
Britney Spears,Overprotected,Britney,Non-film,2001,English
Britney Spears,"I'm Not a Girl, Not Yet a Woman",Crossroads,Film,2002,English
Britney Spears,Toxic,In the Zone,Non-film,2003,English
Britney Spears,Everytime,In the Zone,Non-film,2003,English
Britney Spears,My Prerogative,Greatest Hits: My Prerogative,Non-film,2004,English
Britney Spears,Do Somethin',Greatest Hits: My Prerogative,Non-film,2004,English
Britney Spears,Gimme More,Blackout,Non-film,2007,English
Britney Spears,Piece of Me,Blackout,Non-film,2007,English
Britney Spears,Break the Ice,Blackout,Non-film,2007,English
Britney Spears,Womanizer,Circus,Non-film,2008,English
Britney Spears,Circus,Circus,Non-film,2008,English
Britney Spears,If U Seek Amy,Circus,Non-film,2008,English
Britney Spears,3,The Singles Collection,Non-film,2009,English
Britney Spears,Hold It Against Me,Femme Fatale,Non-film,2011,English
Britney Spears,Till the World Ends,Femme Fatale,Non-film,2011,English
Britney Spears,Work Bitch,Britney Jean,Non-film,2013,English
Britney Spears,Make Me...,Glory,Non-film,2016,English
Britney Spears,Slumber Party,Glory,Non-film,2016,English
Christina Aguilera,Reflection,Mulan,Film,1998,English
Christina Aguilera,Genie in a Bottle,Christina Aguilera,Non-film,1999,English
Christina Aguilera,What a Girl Wants,Christina Aguilera,Non-film,1999,English
Christina Aguilera,I Turn to You,Christina Aguilera,Non-film,1999,English
Christina Aguilera,Come On Over Baby (All I Want Is You),Christina Aguilera,Non-film,1999,English
Christina Aguilera,Dirrty,Stripped,Non-film,2002,English
Christina Aguilera,Beautiful,Stripped,Non-film,2002,English
Christina Aguilera,Fighter,Stripped,Non-film,2002,English
Christina Aguilera,Can't Hold Us Down,Stripped,Non-film,2002,English
Christina Aguilera,The Voice Within,Stripped,Non-film,2002,English
Christina Aguilera,Car Wash,Shark Tale,Film,2004,English
Christina Aguilera,Ain't No Other Man,Back to Basics,Non-film,2006,English
Christina Aguilera,Hurt,Back to Basics,Non-film,2006,English
Christina Aguilera,Candyman,Back to Basics,Non-film,2006,English
Christina Aguilera,Keeps Gettin' Better,Keeps Gettin' Better: A Decade of Hits,Non-film,2008,English
Christina Aguilera,Not Myself Tonight,Bionic,Non-film,2010,English
Christina Aguilera,Express,Burlesque,Film,2010,English
Christina Aguilera,Show Me How You Burlesque,Burlesque,Film,2010,English
Christina Aguilera,Bound to You,Burlesque,Film,2010,English
Christina Aguilera,Your Body,Lotus,Non-film,2012,English
Christina Aguilera,Just a Fool,Lotus,Non-film,2012,English
Christina Aguilera,Accelerate,Liberation,Non-film,2018,English
Christina Aguilera,Fall in Line,Liberation,Non-film,2018,English
Christina Aguilera,Loyal Brave True,Mulan,Film,2020,English
Christina Aguilera,Pa' Mis Muchachas,AGUILERA,Non-film,2022,English
P!nk,There You Go,Can't Take Me Home,Non-film,2000,English
P!nk,Most Girls,Can't Take Me Home,Non-film,2000,English
P!nk,You Make Me Sick,Can't Take Me Home,Non-film,2000,English
P!nk,Get the Party Started,Missundaztood,Non-film,2001,English
P!nk,Don't Let Me Get Me,Missundaztood,Non-film,2001,English
P!nk,Just Like a Pill,Missundaztood,Non-film,2001,English
P!nk,Family Portrait,Missundaztood,Non-film,2001,English
P!nk,Feel Good Time,Charlie's Angels: Full Throttle,Film,2003,English
P!nk,Trouble,Try This,Non-film,2003,English
P!nk,God Is a DJ,Try This,Non-film,2003,English
P!nk,Stupid Girls,I'm Not Dead,Non-film,2006,English
P!nk,Who Knew,I'm Not Dead,Non-film,2006,English
P!nk,U + Ur Hand,I'm Not Dead,Non-film,2006,English
P!nk,So What,Funhouse,Non-film,2008,English
P!nk,Sober,Funhouse,Non-film,2008,English
P!nk,Please Don't Leave Me,Funhouse,Non-film,2008,English
P!nk,Funhouse,Funhouse,Non-film,2008,English
P!nk,Raise Your Glass,Greatest Hits... So Far!!!,Non-film,2010,English
P!nk,Bridge of Light,Happy Feet Two,Film,2011,English
P!nk,Blow Me (One Last Kiss),The Truth About Love,Non-film,2012,English
P!nk,Try,The Truth About Love,Non-film,2012,English
P!nk,Just Like Fire,Alice Through the Looking Glass,Film,2016,English
P!nk,What About Us,Beautiful Trauma,Non-film,2017,English
P!nk,Walk Me Home,Hurts 2B Human,Non-film,2019,English
P!nk,Trustfall,TRUSTFALL,Non-film,2023,English
Katy Perry,I Kissed a Girl,One of the Boys,Non-film,2008,English
Katy Perry,Hot n Cold,One of the Boys,Non-film,2008,English
Katy Perry,Thinking of You,One of the Boys,Non-film,2008,English
Katy Perry,Waking Up in Vegas,One of the Boys,Non-film,2008,English
Katy Perry,Teenage Dream,Teenage Dream,Non-film,2010,English
Katy Perry,Firework,Teenage Dream,Non-film,2010,English
Katy Perry,E.T.,Teenage Dream,Non-film,2010,English
Katy Perry,Last Friday Night (T.G.I.F.),Teenage Dream,Non-film,2010,English
Katy Perry,The One That Got Away,Teenage Dream,Non-film,2010,English
Katy Perry,Part of Me,Teenage Dream: The Complete Confection,Non-film,2012,English
Katy Perry,Wide Awake,Teenage Dream: The Complete Confection,Non-film,2012,English
Katy Perry,Roar,PRISM,Non-film,2013,English
Katy Perry,Unconditionally,PRISM,Non-film,2013,English
Katy Perry,This Is How We Do,PRISM,Non-film,2013,English
Katy Perry,Birthday,PRISM,Non-film,2013,English
Katy Perry,Rise,Rise - Single,Non-film,2016,English
Katy Perry,Bon Appétit,Witness,Non-film,2017,English
Katy Perry,Swish Swish,Witness,Non-film,2017,English
