"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Arijit Singh","Abar Phire Ele","Dawshom Awbotaar","Film","2023","Bengali","https://www.youtube.com/watch?v=zPCwgp-S_h0","Arijit Singh Abar Phire Ele Dawshom Awbotaar official","0.8999999999999999","2025-09-02 22:15:39"
"Jagjit Singh","Dard Se Mera Daman Bhar De","Sajda","Non-film","1981","Urdu","https://www.youtube.com/watch?v=L-1ZJTmGBpc","Jagjit Singh Dard Se Mera Daman Bhar De Sajda official","0.9","2025-09-02 22:15:39"
"Andrew Kishore","Ami Tomari Chhilam","Mayer Odhikar","Film","1997","Bengali","https://www.youtube.com/watch?v=Vmvap33nAfc","Andrew Kishore Ami Tomari Chhilam Mayer Odhikar official","0.7999999999999999","2025-09-02 22:15:39"
"Tahsan Khan","Bhalobasar Maane","Jodi Ekdin","Film","2019","Bengali","https://www.youtube.com/watch?v=rAxZMCOLIpQ","Tahsan Khan Bhalobasar Maane official 2019","0.75","2025-09-02 22:15:39"
"Tina Sani","Bahaar Aai","Tribute to Faiz","Non-film","1990","Urdu","https://www.youtube.com/watch?v=E8xdV3-bHv8","Tina Sani Bahaar Aai Tribute to Faiz official","0.85","2025-09-02 22:15:40"
"Minar Rahman","Shokhi","Danpitey","Non-film","2008","Bengali","https://www.youtube.com/watch?v=iiA97GsSPtA","Minar Rahman Shokhi Danpitey official","0.7000000000000001","2025-09-02 22:15:40"
"Rezwana Choudhury Bannya","Tomar Khola Hawa","nan","Non-film","2005","Bengali","https://www.youtube.com/watch?v=Jee4DMShM9Y","Rezwana Choudhury Bannya Tomar Khola Hawa official 2005","0.6","2025-09-02 22:15:41"
"Shafqat Ali Khan","Raag Bihag","Raag Bihag - Single","Non-film","2019","Urdu","https://www.youtube.com/watch?v=BdxTxt4PIUU","Shafqat Ali Khan Raag Bihag Raag Bihag - Single official","0.75","2025-09-02 22:15:41"
"Arijit Singh","Oboseshe","nan","Non-film","2023","Bengali","https://www.youtube.com/watch?v=zjYj7He5WCI","Arijit Singh Oboseshe nan official","0.9999999999999999","2025-09-02 22:15:41"
"Andrew Kishore","Baba Bole Gelo","Baba Keno Chakor","Film","1997","Bengali","https://www.youtube.com/watch?v=eAaz5RAjKCQ","Andrew Kishore Baba Bole Gelo Baba Keno Chakor official","0.6","2025-09-02 22:15:41"
"Jagjit Singh","Bahut Dinon Ki Baat Hai","Ecstasies","Non-film","1984","Urdu","https://www.youtube.com/watch?v=b9p-4IGYYOU","Jagjit Singh Bahut Dinon Ki Baat Hai Ecstasies official","0.9400000000000001","2025-09-02 22:15:42"
"Tahsan Khan","Tui Kothay","Tui Kothay - Single","Non-film","2019","Bengali","https://www.youtube.com/watch?v=W_KwNe8aL90","Tahsan Khan Tui Kothay Tui Kothay - Single official","0.6","2025-09-02 22:15:42"
"Manomay Bhattacharya","Jodi Raat Pohale","nan","Non-film","2007","Bengali","https://www.youtube.com/watch?v=IVK0WLbdfcE","Manomay Bhattacharya Jodi Raat Pohale song","0.5","2025-09-02 22:15:43"
"Tina Sani","Dasht-e-Tanhai Mein","Tribute to Faiz","Non-film","1990","Urdu","https://www.youtube.com/watch?v=PL7biPbYwAk","Tina Sani Dasht-e-Tanhai Mein Tribute to Faiz official","0.85","2025-09-02 22:15:43"
"Minar Rahman","Aari","Aari","Non-film","2011","Bengali","https://www.youtube.com/watch?v=75l2P8mvECY","Minar Rahman Aari Aari official","0.9999999999999999","2025-09-02 22:15:43"
"Rezwana Choudhury Bannya","Jodi Tor Dak Shune Keu","nan","Non-film","2007","Bengali","https://www.youtube.com/watch?v=rAZVjFM3elo","Rezwana Choudhury Bannya Jodi Tor Dak Shune Keu nan official","0.7000000000000001","2025-09-02 22:15:43"
"Shafqat Ali Khan","Raag Multani","Raag Multani - Single","Non-film","2022","Urdu","https://www.youtube.com/watch?v=x8ffuMJTDVw","Shafqat Ali Khan Raag Multani Raag Multani - Single official","0.85","2025-09-02 22:15:44"
"Arijit Singh","Aami Shei Manushta Aar Nei","nan","Non-film","2024","Bengali","https://www.youtube.com/watch?v=zPCwgp-S_h0","Arijit Singh Aami Shei Manushta Aar Nei nan official","0.6000000000000001","2025-09-02 22:15:44"
"Andrew Kishore","Bhalo Achi Bhalo Theko","Tomake Chai","Film","1997","Bengali","https://www.youtube.com/watch?v=puBWoi1VNzY","Andrew Kishore Bhalo Achi Bhalo Theko Tomake Chai official","0.9999999999999999","2025-09-02 22:15:44"
"Tahsan Khan","Shei Tumi Ke","Shei Tumi Ke - Single","Non-film","2020","Bengali","https://www.youtube.com/watch?v=4T9JZiJZQKA","Tahsan Khan Shei Tumi Ke Shei Tumi Ke - Single official","0.8","2025-09-02 22:15:45"
"Jagjit Singh","Main Khayal Hoon Kisi Aur Ka","Ecstasies","Non-film","1984","Urdu","https://www.youtube.com/watch?v=IlZbG48C954","Jagjit Singh Main Khayal Hoon Kisi Aur Ka Ecstasies official","0.9500000000000001","2025-09-02 22:15:45"
"Tina Sani","Shaam-e-Firaq","Tribute to Faiz","Non-film","1990","Urdu","https://www.youtube.com/watch?v=EGnPpJiesm8","Tina Sani Shaam-e-Firaq Tribute to Faiz official","0.9999999999999999","2025-09-02 22:15:46"
"Iman Chakraborty","Khelna Bati","Posto","Film","2017","Bengali","https://www.youtube.com/watch?v=EUiPyZgfXKA","Iman Chakraborty Khelna Bati song","0.6","2025-09-02 22:15:46"
"Minar Rahman","Ahare","Ahare","Non-film","2015","Bengali","https://www.youtube.com/watch?v=Nzyf9EyZF9Y","Minar Rahman Ahare Ahare official","0.9999999999999999","2025-09-02 22:15:46"
"Shafqat Ali Khan","Raag Jog","Raag Jog - Single","Non-film","2023","Urdu","https://www.youtube.com/watch?v=ErxkMvtyc3o","Shafqat Ali Khan Raag Jog Raag Jog - Single official","0.6","2025-09-02 22:15:46"
"Arijit Singh","Ke Tumi","Ajogyo","Film","2024","Bengali","https://www.youtube.com/watch?v=zPCwgp-S_h0","Arijit Singh Ke Tumi Ajogyo official","0.6000000000000001","2025-09-02 22:15:47"
"Andrew Kishore","Porena Chokher Polok","Moner Majhe Tumi","Film","2002","Bengali","https://www.youtube.com/watch?v=5jpixhGxQDQ","Andrew Kishore Porena Chokher Polok Moner Majhe Tumi official","0.6000000000000001","2025-09-02 22:15:47"
"Jagjit Singh","Apni Aankhon Ke Samundar Mein","Face To Face","Non-film","1990","Urdu","https://www.youtube.com/watch?v=xG8qASTKkyY","Jagjit Singh Apni Aankhon Ke Samundar Mein Face To Face official","0.9400000000000001","2025-09-02 22:15:47"
"Anjan Dutt","Jachhe Chole Jaak","Abar Byomkesh","Film","2012","Bengali","https://www.youtube.com/watch?v=CWMc9oQwPQo","Anjan Dutt Jachhe Chole Jaak","0.9","2025-09-02 22:15:47"
"Minar Rahman","Deyale Deyale","Ahare","Non-film","2015","Bengali","https://www.youtube.com/watch?v=qBtvVY_znaY","Minar Rahman Deyale Deyale Ahare official","0.8999999999999999","2025-09-02 22:15:48"
"Tina Sani","Anokha Ladla","Anokha Ladla","Non-film","1991","Urdu","https://www.youtube.com/watch?v=M4OcB6EnCuo","Tina Sani Anokha Ladla Anokha Ladla official","0.9999999999999999","2025-09-02 22:15:48"
"Rezwana Choudhury Bannya","Ami Chini Go Chini","nan","Non-film","2009","Bengali","https://www.youtube.com/watch?v=J3A25lQ-yio","Rezwana Choudhury Bannya Ami Chini Go Chini official 2009","0.7000000000000001","2025-09-02 22:15:48"
"Andrew Kishore","Amar Jibone Tumi","Kokhono Megh Kokhono Brishti","Film","2003","Bengali","https://www.youtube.com/watch?v=6oRJtQL8a-k","Andrew Kishore Amar Jibone Tumi Kokhono Megh Kokhono Brishti official","0.9","2025-09-02 22:15:49"
"Ahmed Jahanzeb","Ek Bar Kaho","Wonder Boy","Non-film","2000","Urdu","https://www.youtube.com/watch?v=KACeP8fpuTw","Ahmed Jahanzeb Ek Bar Kaho Wonder Boy official","0.9","2025-09-02 22:15:49"
"Shaan","Tomakei Chai","nan","Non-film","2001","Bengali","https://www.youtube.com/watch?v=Ib_L3vuUX5k","Shaan Tomakei Chai nan official","0.6000000000000001","2025-09-02 22:15:49"
"Jagjit Singh","Sar Jhukaoge Toh","Visions","Non-film","1992","Urdu","https://www.youtube.com/watch?v=-9iRqy4ohlo","Jagjit Singh Sar Jhukaoge Toh Visions official","0.9999999999999999","2025-09-02 22:15:50"
"Minar Rahman","Dhire Dhire","Aynabaji","Film","2016","Bengali","https://www.youtube.com/watch?v=nJT--MlnCBk","Minar Rahman Dhire Dhire Aynabaji official","0.6000000000000001","2025-09-02 22:15:50"
"Anjan Dutt","Mon Bhalo Nei","Shaheb Bibi Golaam","Film","2016","Bengali","https://www.youtube.com/watch?v=1_nL_7rr5l0","Anjan Dutt Mon Bhalo Nei Shaheb Bibi Golaam official","0.9999999999999999","2025-09-02 22:15:50"
"Iman Chakraborty","Bhalo Koira Bajao Go Dotara","Asamapta","Film","2017","Bengali","https://www.youtube.com/watch?v=99xL5IWBII4","Iman Chakraborty Bhalo Koira Bajao Go Dotara official 2017","0.7000000000000001","2025-09-02 22:15:51"
"Tina Sani","Meri Suno","Anokha Ladla","Non-film","1991","Urdu","https://www.youtube.com/watch?v=Kh1-H2RnUl8","Tina Sani Meri Suno Anokha Ladla official","0.7000000000000001","2025-09-02 22:15:51"
"Andrew Kishore","Tomake Legeche Bhalo","Saathi Tumi Kar","Film","2003","Bengali","https://www.youtube.com/watch?v=IYn8Myh96L4","Andrew Kishore Tomake Legeche Bhalo Saathi Tumi Kar official","0.7000000000000001","2025-09-02 22:15:52"
"Ahmed Jahanzeb","Tu Jo Nahin","Parastish","Non-film","2003","Urdu","https://www.youtube.com/watch?v=G0cSFwssrKI","Ahmed Jahanzeb Tu Jo Nahin Parastish official","0.7000000000000001","2025-09-02 22:15:52"
"Shaan","Sudhu Tomar Jonno","nan","Non-film","2002","Bengali","https://www.youtube.com/watch?v=Ib_L3vuUX5k","Shaan Sudhu Tomar Jonno nan official","0.6000000000000001","2025-09-02 22:15:52"
"Minar Rahman","Jhoom","Jhoom - Single","Non-film","2016","Bengali","https://www.youtube.com/watch?v=3OTLNUz4YNs","Minar Rahman Jhoom Jhoom - Single official","0.9999999999999999","2025-09-02 22:15:52"
"Jagjit Singh","Dushman Ko Bhi Seene Se Lagana","Visions","Non-film","1992","Urdu","https://www.youtube.com/watch?v=WyA1-zo1e0E","Jagjit Singh Dushman Ko Bhi Seene Se Lagana Visions official","0.75","2025-09-02 22:15:52"
"Rezwana Choudhury Bannya","Esho Shyamolo Sundoro","nan","Non-film","2010","Bengali","https://www.youtube.com/watch?v=v5xWzCPJg68","Rezwana Choudhury Bannya Esho Shyamolo Sundoro official 2010","0.5","2025-09-02 22:15:53"
"Tina Sani","Akhan Cham Cham","Dhola","Non-film","1993","Urdu","https://www.youtube.com/watch?v=I3Kkr8T9i60","Tina Sani Akhan Cham Cham Dhola official","0.9999999999999999","2025-09-02 22:15:53"
"Andrew Kishore","Tumi Amar Koto Chena","Dui Bodhu Ek Swami","Film","2003","Bengali","https://www.youtube.com/watch?v=jUT3GEqMiGM","Andrew Kishore Tumi Amar Koto Chena Dui Bodhu Ek Swami official","0.6","2025-09-02 22:15:54"
"Ahmed Jahanzeb","Kaho Ek Din","Parastish","Non-film","2003","Urdu","https://www.youtube.com/watch?v=qF5R60YKhGc","Ahmed Jahanzeb Kaho Ek Din Parastish official","0.9","2025-09-02 22:15:54"
"Manomay Bhattacharya","Dure Kothao","nan","Non-film","2008","Bengali","https://www.youtube.com/watch?v=N6aP8jCev9I","Manomay Bhattacharya Dure Kothao","0.7000000000000001","2025-09-02 22:15:55"
"Minar Rahman","Thakbo Pashe","Thakbo Pashe - Single","Non-film","2017","Bengali","https://www.youtube.com/watch?v=aski3l0Vwic","Minar Rahman Thakbo Pashe Thakbo Pashe - Single official","0.6000000000000001","2025-09-02 22:15:55"
"Shilajit Majumder","Rimjhim","Shorbonash","Non-film","2002","Bengali","https://www.youtube.com/watch?v=6uNN6VF35dQ","Shilajit Majumder Rimjhim song","0.6","2025-09-02 22:15:55"
"Anjan Dutt","Khachar Bhitor Achin Pakhi","Ahare Mon","Film","2018","Bengali","https://www.youtube.com/watch?v=jc3oW7_iaLw","Anjan Dutt Khachar Bhitor Achin Pakhi official 2018","0.525","2025-09-02 22:15:55"
"Jagjit Singh","Ek Brahman Nekaha Hai","Mirage","Non-film","1996","Urdu","https://www.youtube.com/watch?v=w7ZusnFG1bg","Jagjit Singh Ek Brahman Nekaha Hai Mirage official","0.9249999999999999","2025-09-02 22:15:55"
"Iman Chakraborty","Tor Sathe","Generation Aami","Film","2018","Bengali","https://www.youtube.com/watch?v=wAx8zY5S7eU","Iman Chakraborty Tor Sathe official 2018","0.7000000000000001","2025-09-02 22:15:56"
"Andrew Kishore","Chokher Aral Hole","Hridoyer Kotha","Film","2006","Bengali","https://www.youtube.com/watch?v=uAEE5otTVnY","Andrew Kishore Chokher Aral Hole Hridoyer Kotha official","0.7000000000000001","2025-09-02 22:15:57"
"Shaan","Mon Metechhe","nan","Non-film","2002","Bengali","https://www.youtube.com/watch?v=-dauLSmMPBg","Shaan Mon Metechhe official 2002","0.75","2025-09-02 22:15:57"
"Rezwana Choudhury Bannya","Akash Bhora Surjo Tara","nan","Non-film","2011","Bengali","https://www.youtube.com/watch?v=WcycUTkpSZg","Rezwana Choudhury Bannya Akash Bhora Surjo Tara official 2011","0.6","2025-09-02 22:15:57"
"Minar Rahman","Karone Okarone","Karone Okarone - Single","Non-film","2018","Bengali","https://www.youtube.com/watch?v=TSZLYQratRA","Minar Rahman Karone Okarone Karone Okarone - Single official","0.9999999999999999","2025-09-02 22:15:57"
"Anjan Dutt","Notun Gaan","nan","Non-film","2020","Bengali","https://www.youtube.com/watch?v=q5JtgM8Id8o","Anjan Dutt Notun Gaan nan official","0.7000000000000001","2025-09-02 22:15:58"
"Jagjit Singh","Apne Hathon Ki Lakeeron Mein","Mirage","Non-film","1996","Urdu","https://www.youtube.com/watch?v=CCahoFBh09Q","Jagjit Singh Apne Hathon Ki Lakeeron Mein Mirage official","0.7000000000000001","2025-09-02 22:15:58"
"Rezwana Choudhury Bannya","Majhe Majhe Tobo Dekha Pai","nan","Non-film","2012","Bengali","https://www.youtube.com/watch?v=IBgCgyfoiWA","Rezwana Choudhury Bannya Majhe Majhe Tobo Dekha Pai nan official","0.6","2025-09-02 22:15:59"
"Shaan","Swapno","nan","Non-film","2002","Bengali","https://www.youtube.com/watch?v=FY-YTNwLr5g","Shaan Swapno nan official","0.6000000000000001","2025-09-02 22:16:00"
"Manomay Bhattacharya","O Aakash Sona Sona","Ogo Bodhu Sundori","Film","2009","Bengali","https://www.youtube.com/watch?v=zZ9REAt3rDc","Manomay Bhattacharya O Aakash Sona Sona official 2009","0.7000000000000001","2025-09-02 22:16:00"
"Minar Rahman","Chupchap","Chupchap - Single","Non-film","2018","Bengali","https://www.youtube.com/watch?v=3NdXYZygETE","Minar Rahman Chupchap Chupchap - Single official","0.6000000000000001","2025-09-02 22:16:00"
"Junaid Jamshed","Tum Kehti Ho","Junaid of Vital Signs","Non-film","1994","Urdu","https://www.youtube.com/watch?v=dkAh3_hYFGc","Junaid Jamshed Tum Kehti Ho Junaid of Vital Signs official","0.9","2025-09-02 22:16:00"
"Jagjit Singh","Main Bhool Jaoon","Love Is Blind","Non-film","1998","Urdu","https://www.youtube.com/watch?v=QoI33GYTGhY","Jagjit Singh Main Bhool Jaoon Love Is Blind official","0.9999999999999999","2025-09-02 22:16:00"
"Iman Chakraborty","Tui Chara","Ghare & Baire","Film","2018","Bengali","https://www.youtube.com/watch?v=k2yAN7KGpp4","Iman Chakraborty Tui Chara official 2018","0.7000000000000001","2025-09-02 22:16:01"
"Tina Sani","Gori Karat Singhar","Dhola","Non-film","1993","Urdu","https://www.youtube.com/watch?v=k3-iQtnA3cQ","Tina Sani Gori Karat Singhar song","0.6","2025-09-02 22:16:02"
"Shaan","Shono Mon Boli Tomay","Shudhu Tumi","Film","2004","Bengali","https://www.youtube.com/watch?v=1Fn94nQt-OA","Shaan Shono Mon Boli Tomay Shudhu Tumi official","0.7000000000000001","2025-09-02 22:16:02"
"Minar Rahman","Emon Ekta Din","Fagun Haway","Film","2019","Bengali","https://www.youtube.com/watch?v=3NdXYZygETE","Minar Rahman Emon Ekta Din Fagun Haway official","0.6000000000000001","2025-09-02 22:16:03"
"Junaid Jamshed","Aankhon Ko Aankhon Ne","Junaid of Vital Signs","Non-film","1994","Urdu","https://www.youtube.com/watch?v=K-FnFUIHI0A","Junaid Jamshed Aankhon Ko Aankhon Ne Junaid of Vital Signs official","0.7000000000000001","2025-09-02 22:16:03"
"Jagjit Singh","Chak Jigar Ke","Love Is Blind","Non-film","1998","Urdu","https://www.youtube.com/watch?v=GATUiMsrgyU","Jagjit Singh Chak Jigar Ke Love Is Blind official","0.9","2025-09-02 22:16:03"
"Iman Chakraborty","Ami Achi","Ami Achi - Single","Non-film","2018","Bengali","https://www.youtube.com/watch?v=CtOfzzmKgZw","Iman Chakraborty Ami Achi Ami Achi - Single official","0.7000000000000001","2025-09-02 22:16:04"
"Rezwana Choudhury Bannya","Phule Phule Dhole Dhole","nan","Non-film","2014","Bengali","https://www.youtube.com/watch?v=p5CJ1r6PRUc","Rezwana Choudhury Bannya Phule Phule Dhole Dhole official 2014","0.9999999999999999","2025-09-02 22:16:05"
"Manomay Bhattacharya","Prithibita Naki","Ogo Bodhu Sundori","Film","2009","Bengali","https://www.youtube.com/watch?v=N6aP8jCev9I","Manomay Bhattacharya Prithibita Naki official 2009","0.7000000000000001","2025-09-02 22:16:05"
"Shilajit Majumder","Brishti","Lal Matir Soran","Non-film","2003","Bengali","https://www.youtube.com/watch?v=yD100IjFsfs","Shilajit Majumder Brishti song","0.6","2025-09-02 22:16:05"
"Tahsan Khan","Ek Kothay","Ek Kothay - Single","Non-film","2021","Bengali","https://www.youtube.com/watch?v=2xzQPHMw2YQ","Tahsan Khan Ek Kothay song","0.6000000000000001","2025-09-02 22:16:05"
"Shaan","Gun Gun Gane","Shudhu Tumi","Film","2004","Bengali","https://www.youtube.com/watch?v=hQQNKqUMK2k","Shaan Gun Gun Gane Shudhu Tumi official","0.7000000000000001","2025-09-02 22:16:05"
"Tina Sani","Har Ek Baat Pe","Tina Sani Sings Ghalib","Non-film","1995","Urdu","https://www.youtube.com/watch?v=E8xdV3-bHv8","Tina Sani Har Ek Baat Pe Tina Sani Sings Ghalib official","0.7000000000000001","2025-09-02 22:16:05"
"Junaid Jamshed","Na Tu Ayegi","Junaid of Vital Signs","Non-film","1994","Urdu","https://www.youtube.com/watch?v=JU1BUg4CnFA","Junaid Jamshed Na Tu Ayegi Junaid of Vital Signs official","0.7000000000000001","2025-09-02 22:16:06"
"Minar Rahman","Shudhu Tumi","Shudhu Tumi - Single","Non-film","2019","Bengali","https://www.youtube.com/watch?v=byKW2OYErQI","Minar Rahman Shudhu Tumi Shudhu Tumi - Single official","0.6","2025-09-02 22:16:06"
"Jagjit Singh","Tera Chehra Kitna Suhana Lagta Hai","Unique","Non-film","2000","Urdu","https://www.youtube.com/watch?v=1JccQg3E2BI","Jagjit Singh Tera Chehra Kitna Suhana Lagta Hai Unique official","0.9999999999999999","2025-09-02 22:16:06"
"Andrew Kishore","Tumi Mor Jiboner Cheye Priyo","Saajghor","Film","2007","Bengali","https://www.youtube.com/watch?v=5jpixhGxQDQ","Andrew Kishore Tumi Mor Jiboner Cheye Priyo song","0.66","2025-09-02 22:16:07"
"Ahmed Jahanzeb","Sheeshay Ka Ghar","Parastish","Non-film","2003","Urdu","https://www.youtube.com/watch?v=oUNLJD_Y8eQ","Ahmed Jahanzeb Sheeshay Ka Ghar","0.6","2025-09-02 22:16:08"
"Shaan","O Chokhe Amar","Bandhan","Film","2004","Bengali","https://www.youtube.com/watch?v=-dauLSmMPBg","Shaan O Chokhe Amar Bandhan official","0.6000000000000001","2025-09-02 22:16:08"
"Tina Sani","Dil-E-Nadan","Tina Sani Sings Ghalib","Non-film","1995","Urdu","https://www.youtube.com/watch?v=E8xdV3-bHv8","Tina Sani Dil-E-Nadan Tina Sani Sings Ghalib official","0.7000000000000001","2025-09-02 22:16:08"
"Junaid Jamshed","Ab Jiya Na Jaye","Junaid of Vital Signs","Non-film","1994","Urdu","https://www.youtube.com/watch?v=FLqIF4ak3Wc","Junaid Jamshed Ab Jiya Na Jaye Junaid of Vital Signs official","0.85","2025-09-02 22:16:08"
"Minar Rahman","Keu Kotha Rakheni","Keu Kotha Rakheni - Single","Non-film","2020","Bengali","https://www.youtube.com/watch?v=aski3l0Vwic","Minar Rahman Keu Kotha Rakheni Keu Kotha Rakheni - Single official","0.6000000000000001","2025-09-02 22:16:08"
"Jagjit Singh","Pyaar Ka Pehla Khat","Face To Face","Non-film","1994","Urdu","https://www.youtube.com/watch?v=kZcR4GZrpoo","Jagjit Singh Pyaar Ka Pehla Khat Face To Face official","0.9249999999999999","2025-09-02 22:16:09"
"Andrew Kishore","Ekta Chithi","Ekta Chithi","Non-film","2008","Bengali","https://www.youtube.com/watch?v=nNMCYaIiSdM","Andrew Kishore Ekta Chithi Ekta Chithi official","0.6","2025-09-02 22:16:09"
"Ahmed Jahanzeb","Mujhe Pyar Chahiye","Parastish","Non-film","2003","Urdu","https://www.youtube.com/watch?v=SArYnxyBqM0","Ahmed Jahanzeb Mujhe Pyar Chahiye Parastish official","0.8999999999999999","2025-09-02 22:16:10"
"Tahsan Khan","Bhalobashar E Poriname","No Land's Man","Film","2021","Bengali","https://www.youtube.com/watch?v=88M6j6bzX8s","Tahsan Khan Bhalobashar E Poriname official 2021","0.7000000000000001","2025-09-02 22:16:10"
"Rezwana Choudhury Bannya","Aguner Poroshmoni","nan","Non-film","2015","Bengali","https://www.youtube.com/watch?v=r6I9KHb-Tp4","Rezwana Choudhury Bannya Aguner Poroshmoni official 2015","0.6","2025-09-02 22:16:10"
"Tina Sani","Nukta Cheen Hai","Tina Sani Sings Ghalib","Non-film","1995","Urdu","https://www.youtube.com/watch?v=vYNkF99bXDc","Tina Sani Nukta Cheen Hai Tina Sani Sings Ghalib official","0.6000000000000001","2025-09-02 22:16:10"
"Shilajit Majumder","Amar Gaan","Amar Gaan","Non-film","2004","Bengali","https://www.youtube.com/watch?v=l6JvM4ONAgk","Shilajit Majumder Amar Gaan official 2004","0.6","2025-09-02 22:16:11"
"Junaid Jamshed","Tumhara Aur Mera Naam","Jinnah","Film","1998","Urdu","https://www.youtube.com/watch?v=eYyHXQfpecE","Junaid Jamshed Tumhara Aur Mera Naam Jinnah official","0.7000000000000001","2025-09-02 22:16:11"
"Shaan","Moner Majhe Tumi","Premi","Film","2004","Bengali","https://www.youtube.com/watch?v=DN34PbG8Nx0","Shaan Moner Majhe Tumi Premi official","0.6000000000000001","2025-09-02 22:16:11"
"Jagjit Singh","Jeevan Kya Hai","Jeevan Kya Hai","Non-film","2000","Urdu","https://www.youtube.com/watch?v=dlILPG2-UyE","Jagjit Singh Jeevan Kya Hai Jeevan Kya Hai official","0.9999999999999999","2025-09-02 22:16:12"
"Ahmed Jahanzeb","Aap Ki Yaad","Parastish","Non-film","2003","Urdu","https://www.youtube.com/watch?v=nc2ZAIKvhE8","Ahmed Jahanzeb Aap Ki Yaad Parastish official","0.9","2025-09-02 22:16:13"
"Tina Sani","Woh Firaaq Aur Woh Visal","Tina Sani Sings Ghalib","Non-film","1995","Urdu","https://www.youtube.com/watch?v=E8xdV3-bHv8","Tina Sani Woh Firaaq Aur Woh Visal Tina Sani Sings Ghalib official","0.7000000000000001","2025-09-02 22:16:13"
"Tahsan Khan","Tor Jonno","Karnish","Film","2022","Bengali","https://www.youtube.com/watch?v=2xzQPHMw2YQ","Tahsan Khan Tor Jonno Karnish official","0.6000000000000001","2025-09-02 22:16:13"
"Shilajit Majumder","Chander Gaye Chand","Folk Rocks","Non-film","2006","Bengali","https://www.youtube.com/watch?v=yoBfvcVxne4","Shilajit Majumder Chander Gaye Chand Folk Rocks official","0.6","2025-09-02 22:16:13"
"Shaan","Jokhon Porbena Mor","nan","Non-film","2005","Bengali","https://www.youtube.com/watch?v=SdKNf1uPWyU","Shaan Jokhon Porbena Mor nan official","0.6","2025-09-02 22:16:13"
"Minar Rahman","Ek Lash Hridoy","Ek Lash Hridoy - Single","Non-film","2020","Bengali","https://www.youtube.com/watch?v=nniVrVr4nlY","Minar Rahman Ek Lash Hridoy official 2020","0.7000000000000001","2025-09-02 22:16:13"
"Manomay Bhattacharya","Halucination","Icche","Film","2011","Bengali","https://www.youtube.com/watch?v=ksDzh7vGF5c","Manomay Bhattacharya Halucination song","0.7000000000000001","2025-09-02 22:16:14"
"Junaid Jamshed","Us Rah Par","Us Rah Par","Non-film","1999","Urdu","https://www.youtube.com/watch?v=oYU8SyvXDRw","Junaid Jamshed Us Rah Par Us Rah Par official","0.7999999999999999","2025-09-02 22:16:14"
"Jagjit Singh","Tere Aane Ki Jab Khabar Mehke","Aaeena","Non-film","2000","Urdu","https://www.youtube.com/watch?v=Vse82kl9DUY","Jagjit Singh Tere Aane Ki Jab Khabar Mehke Aaeena official","0.9500000000000001","2025-09-02 22:16:14"
"Ahmed Jahanzeb","Dard","Daira","Non-film","2004","Urdu","https://www.youtube.com/watch?v=LdZ39lLKXAM","Ahmed Jahanzeb Dard Daira official","0.7000000000000001","2025-09-02 22:16:15"
"Tahsan Khan","Boba Tunnel","Boba Tunnel - Single","Non-film","2022","Bengali","https://www.youtube.com/watch?v=H4jwQDv19NU","Tahsan Khan Boba Tunnel Boba Tunnel - Single official","0.6","2025-09-02 22:16:15"
"Tina Sani","Koi Umeed","Tina Sani Sings Ghalib","Non-film","1995","Urdu","https://www.youtube.com/watch?v=l-sZOGBTgcs","Tina Sani Koi Umeed Tina Sani Sings Ghalib official","0.7000000000000001","2025-09-02 22:16:16"
"Andrew Kishore","Eto Bhalobasha Dio Na","Ebadat","Film","2009","Bengali","https://www.youtube.com/watch?v=eCCqiEEZxpg","Andrew Kishore Eto Bhalobasha Dio Na Ebadat 2009","0.7000000000000001","2025-09-02 22:16:16"
"Minar Rahman","Keno","Keno - Single","Non-film","2021","Bengali","https://www.youtube.com/watch?v=GEnVvB51Lqw","Minar Rahman Keno Keno - Single official","0.9999999999999999","2025-09-02 22:16:16"
"Shaan","Sei Bhalo Sei Bhalo","nan","Non-film","2005","Bengali","https://www.youtube.com/watch?v=DSP7Zzo7lGc","Shaan Sei Bhalo Sei Bhalo nan official","0.6","2025-09-02 22:16:16"
"Jagjit Singh","Shaam Hone Ko Hai","Soz","Non-film","2001","Urdu","https://www.youtube.com/watch?v=-sPv-pgD0pM","Jagjit Singh Shaam Hone Ko Hai Soz official","0.9249999999999999","2025-09-02 22:16:17"
"Junaid Jamshed","O Sanama","Us Rah Par","Non-film","1999","Urdu","https://www.youtube.com/watch?v=YSXpV6Apm4c","Junaid Jamshed O Sanama Us Rah Par official","0.85","2025-09-02 22:16:17"
"Ahmed Jahanzeb","Teri Aankhon Mein","Daira","Non-film","2004","Urdu","https://www.youtube.com/watch?v=x7fE9I83xzc","Ahmed Jahanzeb Teri Aankhon Mein Daira official","0.7000000000000001","2025-09-02 22:16:18"
"Tina Sani","Taskeen Ko Hum Na Royen","Tina Sani Sings Ghalib","Non-film","1995","Urdu","https://www.youtube.com/watch?v=oPlN0piZDpE","Tina Sani Taskeen Ko Hum Na Royen Tina Sani Sings Ghalib official","0.76","2025-09-02 22:16:18"
