"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Elva Hsiao (Xiao Yaxuan)","記得要微笑","不解釋親吻","Non-film","2014","Mandarin Chinese","https://www.youtube.com/watch?v=hQnETYZgrvE","Elva Hsiao (Xiao Yaxuan) 記得要微笑 不解釋親吻 official","0.6","2025-09-02 23:03:09"
"Arvind Vegda","Zabba Dhoti","Bhala Mori Rama","Non-film","2011","Gujarati","https://www.youtube.com/watch?v=4-h6yiqSGpU","Arvind Vegda Zabba Dhoti Bhala Mori Rama official","0.6","2025-09-02 23:03:09"
"Jeff Chang","Bùyào duì tā shuō (不要對他說)","Generosity","Non-film","1995","Mandarin Chinese","https://www.youtube.com/watch?v=6qxUZUNnfBM","Jeff Chang Bùyào duì tā shuō (不要對他說) song","0.7000000000000001","2025-09-02 23:03:09"
"Teresa Teng","Shuǐshàng rén (水上人)","Shuishang Ren","Non-film","1981","Mandarin Chinese","https://www.youtube.com/watch?v=koIXW27v2gc","Teresa Teng Shuǐshàng rén (水上人) Shuishang Ren official","0.7","2025-09-02 23:03:09"
"Vijay Suvada","Junu Pakit","Junu Pakit","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=rrqcvX2Jmv0","Vijay Suvada Junu Pakit Junu Pakit official","0.9999999999999999","2025-09-02 23:03:10"
"Bhikhudan Gadhvi","Maa Na Ashirwad","Sanskriti Bhikhudan Gadhvi","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=5xmq4LjlcAI","Bhikhudan Gadhvi Maa Na Ashirwad Sanskriti Bhikhudan Gadhvi official","0.7999999999999999","2025-09-02 23:03:10"
"Geeta Rabari","Maa Tara Ahirvad","Maa Tara Ahirvad – Single","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=PhLJ5w9uYQA","Geeta Rabari Maa Tara Ahirvad Maa Tara Ahirvad – Single official","0.9","2025-09-02 23:03:10"
"Jonathan Lee (Li Zongsheng)","我的未來，我的家，我的妻","1984–1989李宗盛作品集","Non-film","1989","Mandarin Chinese","https://www.youtube.com/watch?v=sa9mxFABJ3k","Jonathan Lee (Li Zongsheng) 我的未來，我的家，我的妻 1984–1989李宗盛作品集 official","0.6","2025-09-02 23:03:11"
"Devang Patel","Aapo Aapo Neta","Kachkach - EP","Non-film","2000","Gujarati","https://www.youtube.com/watch?v=r8_EesKZnqw","Devang Patel Aapo Aapo Neta official 2000","0.6","2025-09-02 23:03:11"
"Jeff Chang","Kuānróng (寬容)","Generosity","Non-film","1995","Mandarin Chinese","https://www.youtube.com/watch?v=WY8j01AFcdQ","Jeff Chang Kuānróng (寬容) Generosity official","0.7000000000000001","2025-09-02 23:03:12"
"Arvind Vegda","Dalda Keru Computer","Bhala Mori Rama","Non-film","2011","Gujarati","https://www.youtube.com/watch?v=he_Wqi-YUPw","Arvind Vegda Dalda Keru Computer Bhala Mori Rama official","0.6","2025-09-02 23:03:12"
"Elva Hsiao (Xiao Yaxuan)","明天的秘密","Guilty of Mind","Film","2017","Mandarin Chinese","https://www.youtube.com/watch?v=w6htF4dm8J8","Elva Hsiao (Xiao Yaxuan) 明天的秘密 official 2017","0.6","2025-09-02 23:03:13"
"Geeta Rabari","Aigiri Nandini","Zankaar 3.0","Non-film","2024","Gujarati","https://www.youtube.com/watch?v=2D7UwIPqdf4","Geeta Rabari Aigiri Nandini Zankaar 3.0 official","0.9999999999999999","2025-09-02 23:03:13"
"Bhikhudan Gadhvi","Kharavani Vaat","Sanskriti Bhikhudan Gadhvi","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=eJkIrJEml7s","Bhikhudan Gadhvi Kharavani Vaat Sanskriti Bhikhudan Gadhvi official","0.6","2025-09-02 23:03:13"
"Jonathan Lee (Li Zongsheng)","鎖上記憶","1984–1989李宗盛作品集","Non-film","1989","Mandarin Chinese","https://www.youtube.com/watch?v=RmQ4tbPlL1Y","Jonathan Lee (Li Zongsheng) 鎖上記憶 1984–1989李宗盛作品集 official","0.6","2025-09-02 23:03:13"
"Vijay Suvada","Tara Thi Vishesh Koi Nathi","Tara Thi Vishesh Koi Nathi","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=JRqbE1NNeDM","Vijay Suvada Tara Thi Vishesh Koi Nathi Tara Thi Vishesh Koi Nathi official","0.9999999999999999","2025-09-02 23:03:13"
"Teresa Teng","Dànyuàn rén chángjiǔ (但願人長久)","Dandan Youqing","Non-film","1983","Mandarin Chinese","https://www.youtube.com/watch?v=xImwXfYJQUQ","Teresa Teng Dànyuàn rén chángjiǔ (但願人長久) official 1983","0.7000000000000001","2025-09-02 23:03:14"
"Arvind Vegda","Painela Pachtavo","Bhala Mori Rama","Non-film","2011","Gujarati","https://www.youtube.com/watch?v=89p4sD9AIKU","Arvind Vegda Painela Pachtavo Bhala Mori Rama official","0.6","2025-09-02 23:03:15"
"Devang Patel","Guru Kahe Sun O Chela Maraa","Kachkach - EP","Non-film","2000","Gujarati","https://www.youtube.com/watch?v=Y7lwAMkZvAw","Devang Patel Guru Kahe Sun O Chela Maraa official 2000","0.6000000000000001","2025-09-02 23:03:15"
"Bhikhudan Gadhvi","Jogidas Khuman","Sanskriti Bhikhudan Gadhvi","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=WE2RIM2SL_8","Bhikhudan Gadhvi Jogidas Khuman Sanskriti Bhikhudan Gadhvi official","0.8999999999999999","2025-09-02 23:03:15"
"Sandy Lam","Jiǎndān (簡單)","Truly...","Non-film","2001","Mandarin Chinese","https://www.youtube.com/watch?v=BG346LTYI9g","Sandy Lam Jiǎndān (簡單) song","0.7000000000000001","2025-09-02 23:03:15"
"Geeta Rabari","Mano Garbo Re Rame Raj Ne Darbar","Zankaar 3.0","Non-film","2024","Gujarati","https://www.youtube.com/watch?v=9JqPmagu7-w","Geeta Rabari Mano Garbo Re Rame Raj Ne Darbar Zankaar 3.0 official","0.7428571428571429","2025-09-02 23:03:16"
"Jonathan Lee (Li Zongsheng)","小鎮醫生的故事","1984–1989李宗盛作品集","Non-film","1989","Mandarin Chinese","https://www.youtube.com/watch?v=bGDemRsxvsA","Jonathan Lee (Li Zongsheng) 小鎮醫生的故事 1984–1989李宗盛作品集 official","0.6","2025-09-02 23:03:16"
"Vijay Suvada","Gom Nathi Jevu Tevu","Gom Nathi Jevu Tevu","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=qBtKiByyrmo","Vijay Suvada Gom Nathi Jevu Tevu Gom Nathi Jevu Tevu official","0.9999999999999999","2025-09-02 23:03:17"
"Arvind Vegda","Aishwarya Ni Ankho","Bhala Mori Rama","Non-film","2011","Gujarati","https://www.youtube.com/watch?v=zDzXXBb46N8","Arvind Vegda Aishwarya Ni Ankho Bhala Mori Rama official","0.7000000000000001","2025-09-02 23:03:17"
"Bhikhudan Gadhvi","Amarmani Vat","Sanskriti Bhikhudan Gadhvi","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=QYecbdogOrc","Bhikhudan Gadhvi Amarmani Vat Sanskriti Bhikhudan Gadhvi official","0.6","2025-09-02 23:03:17"
"Devang Patel","Aye Raju","Patel Scope","Non-film","2000","Gujarati","https://www.youtube.com/watch?v=Zh9CuOpQqLU","Devang Patel Aye Raju Patel Scope official","0.9999999999999999","2025-09-02 23:03:18"
"Jonathan Lee (Li Zongsheng)","別說可惜","1984–1989李宗盛作品集","Non-film","1989","Mandarin Chinese","https://www.youtube.com/watch?v=a9cQcgJbrEY","Jonathan Lee (Li Zongsheng) 別說可惜 1984–1989李宗盛作品集 official","0.6","2025-09-02 23:03:18"
"Sandy Lam","Mò (默)","Mò - Single","Non-film","2004","Mandarin Chinese","https://www.youtube.com/watch?v=agdeN7HM9oA","Sandy Lam Mò (默) Mò - Single official","0.7000000000000001","2025-09-02 23:03:19"
"Geeta Rabari","Avya Divadiye Jagmagta Ma Na Norta","Zankaar 3.0","Non-film","2024","Gujarati","https://www.youtube.com/watch?v=MRxSS0gVbZc","Geeta Rabari Avya Divadiye Jagmagta Ma Na Norta Zankaar 3.0 official","0.85","2025-09-02 23:03:19"
"Vijay Suvada","Farmaish","Farmaish","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=ow5JLFsf0uU","Vijay Suvada Farmaish Farmaish official","0.9999999999999999","2025-09-02 23:03:19"
"Arvind Vegda","Gher Ghanti Ne Gher","Bhala Mori Rama","Non-film","2011","Gujarati","https://www.youtube.com/watch?v=2jHv0BNZd6o","Arvind Vegda Gher Ghanti Ne Gher Bhala Mori Rama official","0.525","2025-09-02 23:03:20"
"Devang Patel","Ladoo Kha","Patel Scope","Non-film","2000","Gujarati","https://www.youtube.com/watch?v=CpbGPSOp2Lg","Devang Patel Ladoo Kha Patel Scope official","0.9999999999999999","2025-09-02 23:03:20"
"Geeta Rabari","Mataji Suta Hov To Jagjo Re","Zankaar 3.0","Non-film","2024","Gujarati","https://www.youtube.com/watch?v=oKQMYRH70VE","Geeta Rabari Mataji Suta Hov To Jagjo Re Zankaar 3.0 official","0.7000000000000001","2025-09-02 23:03:21"
"Teresa Teng","Jǐ duō chóu (幾多愁)","Dandan Youqing","Non-film","1983","Mandarin Chinese","https://www.youtube.com/watch?v=HjOyRFHlEo8","Teresa Teng Jǐ duō chóu (幾多愁) song","0.775","2025-09-02 23:03:22"
"Vijay Suvada","Jug Jug Jivo","Jug Jug Jivo","Non-film","2024","Gujarati","https://www.youtube.com/watch?v=KzWuxHNj0SM","Vijay Suvada Jug Jug Jivo Jug Jug Jivo official","0.9999999999999999","2025-09-02 23:03:22"
"Arvind Vegda","Skirt Wadi Chokri Ne","Bhala Mori Rama","Non-film","2011","Gujarati","https://www.youtube.com/watch?v=WiwNH598J2c","Arvind Vegda Skirt Wadi Chokri Ne Bhala Mori Rama official","0.525","2025-09-02 23:03:23"
"Bhikhudan Gadhvi","Paap Taro Prakash","Kathiyawadi Lokgeet Part-5","Non-film","2020","Gujarati","https://www.youtube.com/watch?v=AsFAuemIhlE","Bhikhudan Gadhvi Paap Taro Prakash official 2020","0.7000000000000001","2025-09-02 23:03:23"
"Devang Patel","Dandruff","Smile Please","Film","2004","Gujarati","https://www.youtube.com/watch?v=qgXfGPVyDiU","Devang Patel Dandruff Smile Please official","0.9999999999999999","2025-09-02 23:03:23"
"Geeta Rabari","Jamyo Chhe Rang","Jamyo Chhe Rang – Single","Non-film","2024","Gujarati","https://www.youtube.com/watch?v=mtMygYKW-rg","Geeta Rabari Jamyo Chhe Rang Jamyo Chhe Rang – Single official","0.7000000000000001","2025-09-02 23:03:24"
"Teresa Teng","Chánghuán (償還)","Changhuan","Non-film","1985","Mandarin Chinese","https://www.youtube.com/watch?v=kNgwHL6j8go","Teresa Teng Chánghuán (償還) Changhuan official","0.7000000000000001","2025-09-02 23:03:24"
"Vijay Suvada","Maa Baap","Maa Baap","Non-film","2025","Gujarati","https://www.youtube.com/watch?v=ovuNCjgkcak","Vijay Suvada Maa Baap Maa Baap official","0.9999999999999999","2025-09-02 23:03:25"
"Devang Patel","Muratiyo No. Ek","Muratiyo No. Ek","Film","2005","Gujarati","https://www.youtube.com/watch?v=JuiJ99NoxuM","Devang Patel Muratiyo No. Ek Muratiyo No. Ek official","0.9","2025-09-02 23:03:25"
"Arvind Vegda","Aayo Maro Superstar","Superstar","Film","2017","Gujarati","https://www.youtube.com/watch?v=mrXxwwiwfDc","Arvind Vegda Aayo Maro Superstar Superstar official","0.9999999999999999","2025-09-02 23:03:25"
"Diwaliben Bhil","Hun To Kagaliya Lakhi Lakhi Thaki","Jesal Toral","Film","1971","Gujarati","https://www.youtube.com/watch?v=2EiaH8iuw28","Diwaliben Bhil Hun To Kagaliya Lakhi Lakhi Thaki Jesal Toral official","0.85","2025-09-02 23:03:26"
"Jeff Chang","Tài xiǎng ài nǐ (太想愛你)","Dream","Non-film","1996","Mandarin Chinese","https://www.youtube.com/watch?v=XlAk07AQc0k","Jeff Chang Tài xiǎng ài nǐ (太想愛你) Dream official","0.7000000000000001","2025-09-02 23:03:27"
"Tanya Chua (Cai Jianya)","陌生人","陌生人","Non-film","2003","Mandarin Chinese","https://www.youtube.com/watch?v=EV5bcDVEaXs","Tanya Chua (Cai Jianya) 陌生人 陌生人 official","0.6","2025-09-02 23:03:27"
"Teresa Teng","Wǒ zhǐ zàihū nǐ (我只在乎你)","I Only Care About You","Non-film","1987","Mandarin Chinese","https://www.youtube.com/watch?v=Mph4m8pES7M","Teresa Teng Wǒ zhǐ zàihū nǐ (我只在乎你) I Only Care About You official","0.78","2025-09-02 23:03:27"
"Vijay Suvada","Jamavat","Jamavat","Non-film","2025","Gujarati","https://www.youtube.com/watch?v=zjeLQfiDEt0","Vijay Suvada Jamavat Jamavat official","0.9999999999999999","2025-09-02 23:03:27"
"Bhikhudan Gadhvi","Aave Rudi Ajwadi Raat","Kathiyawadi Lokgeet Part-5","Non-film","2020","Gujarati","https://www.youtube.com/watch?v=ZVeMqGqBxgo","Bhikhudan Gadhvi Aave Rudi Ajwadi Raat official 2020","0.775","2025-09-02 23:03:28"
"Arvind Vegda","Tamburo Title Song","Tamburo","Film","2017","Gujarati","https://www.youtube.com/watch?v=qGW--nEU3BU","Arvind Vegda Tamburo Title Song Tamburo official","0.9999999999999999","2025-09-02 23:03:28"
"Diwaliben Bhil","Vanman Chandaliyo Ugyo","A Tribute To Diwaliben Bhil","Non-film","1970","Gujarati","https://www.youtube.com/watch?v=Qg9eplGmOxc","Diwaliben Bhil Vanman Chandaliyo Ugyo A Tribute To Diwaliben Bhil official","0.6","2025-09-02 23:03:29"
"Jeff Chang","Shìfàng (釋放)","Dream","Non-film","1996","Mandarin Chinese","https://www.youtube.com/watch?v=635M3F0VyZI","Jeff Chang Shìfàng (釋放) Dream official","0.6000000000000001","2025-09-02 23:03:29"
"Mehul Surti","Kaya Karano Thi","Kevi Rite Jaish","Film","2012","Gujarati","https://www.youtube.com/watch?v=iTHA0lnXBio","Mehul Surti Kaya Karano Thi Kevi Rite Jaish official","0.6","2025-09-02 23:03:30"
"Tanya Chua (Cai Jianya)","夜盲症","陌生人","Non-film","2003","Mandarin Chinese","https://www.youtube.com/watch?v=OeTXMbXQ3Uo","Tanya Chua (Cai Jianya) 夜盲症 陌生人 official","0.6","2025-09-02 23:03:30"
"Bhikhudan Gadhvi","Sonal Vatakdi Ne Rupla","Kathiyawadi Lokgeet Part-5","Non-film","2020","Gujarati","https://www.youtube.com/watch?v=n_8hyhxUEOM","Bhikhudan Gadhvi Sonal Vatakdi Ne Rupla Kathiyawadi Lokgeet Part-5 official","0.6","2025-09-02 23:03:30"
"Arvind Vegda","Lapet Title Song","Lapet","Film","2018","Gujarati","https://www.youtube.com/watch?v=zGbsQDG3W20","Arvind Vegda Lapet Title Song Lapet official","0.9999999999999999","2025-09-02 23:03:30"
"Joker Xue","Rènzhēn de xuě (认真的雪)","Joker Xue","Non-film","2006","Mandarin Chinese","https://www.youtube.com/watch?v=N-wMiGPs4m4","Joker Xue Rènzhēn de xuě (认真的雪) Joker Xue official","0.7000000000000001","2025-09-02 23:03:32"
"Diwaliben Bhil","Mare Todle Betho Re Mor","Hothal Padmani","Film","1974","Gujarati","https://www.youtube.com/watch?v=Nrm6aPFdpjI","Diwaliben Bhil Mare Todle Betho Re Mor Hothal Padmani official","0.9400000000000001","2025-09-02 23:03:32"
"Tanya Chua (Cai Jianya)","達爾文","Goodbye & Hello","Non-film","2007","Mandarin Chinese","https://www.youtube.com/watch?v=Fkc4mgo1p6A","Tanya Chua (Cai Jianya) 達爾文 Goodbye & Hello official","0.6","2025-09-02 23:03:32"
"Mehul Surti","Je Pan Kahish E Sachuj Kahish","Je Pan Kahish E Sachuj Kahish","Film","2016","Gujarati","https://www.youtube.com/watch?v=nXElQCbx1f4","Mehul Surti Je Pan Kahish E Sachuj Kahish Je Pan Kahish E Sachuj Kahish official","0.9","2025-09-02 23:03:33"
"Jonathan Lee (Li Zongsheng)","油麻菜籽","1984–1989李宗盛作品集","Non-film","1989","Mandarin Chinese","https://www.youtube.com/watch?v=7GCzSHc43nE","Jonathan Lee (Li Zongsheng) 油麻菜籽 1984–1989李宗盛作品集 official","0.6","2025-09-02 23:03:33"
"Arvind Vegda","Ghumati","Ghumati (Single)","Non-film","2019","Gujarati","https://www.youtube.com/watch?v=8ygHsiACdk4","Arvind Vegda Ghumati Ghumati (Single) official","0.9999999999999999","2025-09-02 23:03:33"
"Bhikhudan Gadhvi","Natwar Nano Re","Kathiyawadi Lokgeet Part-5","Non-film","2020","Gujarati","https://www.youtube.com/watch?v=sPqQt2bkOyk","Bhikhudan Gadhvi Natwar Nano Re Kathiyawadi Lokgeet Part-5 official","0.7000000000000001","2025-09-02 23:03:33"
"Devang Patel","Kasho Vondho Nai","Muratiyo No. Ek","Film","2005","Gujarati","https://www.youtube.com/watch?v=KjBklfrn4zc","Devang Patel Kasho Vondho Nai song","0.5","2025-09-02 23:03:34"
"Diwaliben Bhil","Aavi Rudi Ajavali Rat","Ram Na Baan Vagyan","Non-film","1974","Gujarati","https://www.youtube.com/watch?v=O3AxbFak5sU","Diwaliben Bhil Aavi Rudi Ajavali Rat Ram Na Baan Vagyan official","0.6","2025-09-02 23:03:35"
"Mehul Surti","Chhuk Chhuk Gadi","Hasta Ramta- Gujarati Children Songs","Non-film","2017","Gujarati","https://www.youtube.com/watch?v=Kp4TPGRRkqw","Mehul Surti Chhuk Chhuk Gadi Hasta Ramta- Gujarati Children Songs official","0.7000000000000001","2025-09-02 23:03:35"
"Tanya Chua (Cai Jianya)","越來越不懂","Goodbye & Hello","Non-film","2007","Mandarin Chinese","https://www.youtube.com/watch?v=c7JCRHuOFrI","Tanya Chua (Cai Jianya) 越來越不懂 Goodbye & Hello official","0.6","2025-09-02 23:03:35"
"Bhikhudan Gadhvi","Bhadanu Makan","Bhadanu Makan","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=TcLaAgXwqmc","Bhikhudan Gadhvi Bhadanu Makan Bhadanu Makan official","0.75","2025-09-02 23:03:36"
"Arvind Vegda","Bhai Bhai 2.0","Bhai Bhai 2.0","Non-film","2020","Gujarati","https://www.youtube.com/watch?v=qs0SoSEqDY8","Arvind Vegda Bhai Bhai 2.0 Bhai Bhai 2.0 official","0.9999999999999999","2025-09-02 23:03:36"
"Devang Patel","Siti","Vanechandno Varghodo","Film","2007","Gujarati","https://www.youtube.com/watch?v=5IfsKca-Q2o","Devang Patel Siti Vanechandno Varghodo official","0.9999999999999999","2025-09-02 23:03:36"
"Mehul Surti","Vitamin She","Vitamin She","Film","2017","Gujarati","https://www.youtube.com/watch?v=KBATv8VbBU8","Mehul Surti Vitamin She Vitamin She official","0.9999999999999999","2025-09-02 23:03:37"
"Tanya Chua (Cai Jianya)","紅色高跟鞋","若你碰到他","Non-film","2009","Mandarin Chinese","https://www.youtube.com/watch?v=0DBEEl_7zf4","Tanya Chua (Cai Jianya) 紅色高跟鞋 若你碰到他 official","0.6","2025-09-02 23:03:37"
"Diwaliben Bhil","Vanra Te Van Ma Mindhol Jaja","Kokilkanthi","Non-film","1974","Gujarati","https://www.youtube.com/watch?v=FXMpA397_Gs","Diwaliben Bhil Vanra Te Van Ma Mindhol Jaja Kokilkanthi official","0.5","2025-09-02 23:03:37"
"Devang Patel","Merej Merej Laganlagan","Vanechandno Varghodo","Film","2007","Gujarati","https://www.youtube.com/watch?v=iCieFUT73h8","Devang Patel Merej Merej Laganlagan Vanechandno Varghodo official","0.7000000000000001","2025-09-02 23:03:39"
"Bhikhudan Gadhvi","Dikari Ni Viday","Dikari Ni Viday","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=D9TSrhK8oqI","Bhikhudan Gadhvi Dikari Ni Viday Dikari Ni Viday official","0.7999999999999999","2025-09-02 23:03:39"
"Diwaliben Bhil","Ramo Ramo Randal Maa","Garbe Ramva Aavo Mataji","Non-film","1977","Gujarati","https://www.youtube.com/watch?v=_Rqm2NtgdCE","Diwaliben Bhil Ramo Ramo Randal Maa Garbe Ramva Aavo Mataji official","0.9999999999999999","2025-09-02 23:03:40"
"Tanya Chua (Cai Jianya)","若你碰到他","若你碰到他","Non-film","2009","Mandarin Chinese","https://www.youtube.com/watch?v=4kcSwZ0JxLc","Tanya Chua (Cai Jianya) 若你碰到他 若你碰到他 official","0.6","2025-09-02 23:03:40"
"Arvind Vegda","Tum Deva Hamare","Tum Deva Hamare (Single)","Non-film","2021","Gujarati","https://www.youtube.com/watch?v=7-DDwyDtd48","Arvind Vegda Tum Deva Hamare official 2021","0.9999999999999999","2025-09-02 23:03:41"
"Bhikhudan Gadhvi","Aamar Lok Thi Aav","Aamar Lok Thi Aav - Single","Non-film","2025","Gujarati","https://www.youtube.com/watch?v=qRwyLDkTEW4","Bhikhudan Gadhvi Aamar Lok Thi Aav Aamar Lok Thi Aav - Single official","0.775","2025-09-02 23:03:41"
"Devang Patel","Aa Aaa Eee Ooo","Buma Bum","Non-film","2013","Gujarati","https://www.youtube.com/watch?v=4hDw_ihxR6k","Devang Patel Aa Aaa Eee Ooo Buma Bum official","0.9249999999999999","2025-09-02 23:03:42"
"Diwaliben Bhil","Dada Ni Ladakdi Re","Mandavda Ropavo Mana Raj","Film","1979","Gujarati","https://www.youtube.com/watch?v=V5ogEz5GSpI","Diwaliben Bhil Dada Ni Ladakdi Re Mandavda Ropavo Mana Raj official","0.85","2025-09-02 23:03:42"
"Jeff Chang","Zhíjué (直覺)","Intuition","Non-film","1997","Mandarin Chinese","https://www.youtube.com/watch?v=6_fg8FDEl6w","Jeff Chang Zhíjué (直覺) Intuition official","0.7000000000000001","2025-09-02 23:03:43"
"Tanya Chua (Cai Jianya)","拋物線","若你碰到他","Non-film","2009","Mandarin Chinese","https://www.youtube.com/watch?v=RNZ3vh39E28","Tanya Chua (Cai Jianya) 拋物線 若你碰到他 official","0.6","2025-09-02 23:03:43"
"Arvind Vegda","Ghachar Ghachar Kata","Ghachar Ghachar Kata (Single)","Non-film","2022","Gujarati","https://www.youtube.com/watch?v=8ygHsiACdk4","Arvind Vegda Ghachar Ghachar Kata Ghachar Ghachar Kata (Single) official","0.7000000000000001","2025-09-02 23:03:43"
"Kirtidan Gadhvi","Madi Mari Mojma Bole Re","Tahukar"," Vol. 2 (Non Stop)","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=qd2RttIY0LI","Kirtidan Gadhvi Madi Mari Mojma Bole Re Tahukar"," Vol. 2 (Non Stop) official"
"Devang Patel","Bagdi Gaya Dada","Buma Bum","Non-film","2013","Gujarati","https://www.youtube.com/watch?v=AfIm-mxacRo","Devang Patel Bagdi Gaya Dada Buma Bum official","0.9999999999999999","2025-09-02 23:03:44"
"Jeff Chang","Huílái (回來)","Come Back","Non-film","1999","Mandarin Chinese","https://www.youtube.com/watch?v=XqDtqdlP5Oc","Jeff Chang Huílái (回來) Come Back official","0.7000000000000001","2025-09-02 23:03:45"
"Kirtidan Gadhvi","Aavya Che Matel Dham Re Maa","Tahukar"," Vol. 2 (Non Stop)","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=KjUVaWfx2Mw","Kirtidan Gadhvi Aavya Che Matel Dham Re Maa Tahukar"," Vol. 2 (Non Stop) official"
"Arvind Vegda","Khelo Khelo","Khelo Khelo (Single)","Non-film","2022","Gujarati","https://www.youtube.com/watch?v=KWCiNd79wlc","Arvind Vegda Khelo Khelo Khelo Khelo (Single) official","0.5","2025-09-02 23:03:46"
"Tanya Chua (Cai Jianya)","說到愛","說到愛","Non-film","2011","Mandarin Chinese","https://www.youtube.com/watch?v=uCAawcMfyvc","Tanya Chua (Cai Jianya) 說到愛 說到愛 official","0.6","2025-09-02 23:03:46"
"Devang Patel","Murkho Mane Kehta","Buma Bum","Non-film","2013","Gujarati","https://www.youtube.com/watch?v=xEEeCefuIVo","Devang Patel Murkho Mane Kehta Buma Bum official","0.9999999999999999","2025-09-02 23:03:46"
"Mehul Surti","Kyan Hato Tu","Je Pan Kahish E Sachuj Kahish - Dialogues"," Vol. 3","Non-film","2021","Gujarati","https://www.youtube.com/watch?v=sDZA54sTqwQ","Mehul Surti Kyan Hato Tu song","0.6000000000000001"
"Teresa Teng","Nánwàng de chūliàn qíngrén (难忘的初恋情人)","Greatest Hits","Non-film","1987","Mandarin Chinese","https://www.youtube.com/watch?v=niqF0vrd2KY","Teresa Teng Nánwàng de chūliàn qíngrén (难忘的初恋情人) song","0.7000000000000001","2025-09-02 23:03:47"
"Arvind Vegda","Vande Gujarat","2G Apartments","Film","2022","Gujarati","https://www.youtube.com/watch?v=cQG6OcPHSzk","Arvind Vegda Vande Gujarat 2G Apartments official","0.9999999999999999","2025-09-02 23:03:48"
"Joker Xue","Nǐguò dé hǎo ma (你过得好吗)","How Are You?","Non-film","2008","Mandarin Chinese","https://www.youtube.com/watch?v=1FxDNgwPSWM","Joker Xue Nǐguò dé hǎo ma (你过得好吗) How Are You? official","0.7000000000000001","2025-09-02 23:03:48"
"Kirtidan Gadhvi","Aavo Maadi Vela Ramva","Tahukar"," Vol. 2 (Non Stop)","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=9mPQxtNS4pQ","Kirtidan Gadhvi Aavo Maadi Vela Ramva Tahukar"," Vol. 2 (Non Stop) official"
"Mehul Surti","Connecting The Dots (Theme Music)","Je Pan Kahish E Sachuj Kahish - Dialogues"," Vol. 3","Non-film","2021","Gujarati","https://www.youtube.com/watch?v=Bzm7kw_qeN0","Mehul Surti Connecting The Dots (Theme Music) Je Pan Kahish E Sachuj Kahish - Dialogues"," Vol. 3 official"
"Devang Patel","Hali Hali Hali","Grand Hali","Film","2017","Gujarati","https://www.youtube.com/watch?v=7_65mnnFOZk","Devang Patel Hali Hali Hali Grand Hali official","0.9999999999999999","2025-09-02 23:03:49"
"Jeff Chang","Ài jiù yīgè zì (愛就一個字)","Lotus Lantern","Film","1999","Mandarin Chinese","https://www.youtube.com/watch?v=XlAk07AQc0k","Jeff Chang Ài jiù yīgè zì (愛就一個字) official 1999","0.7000000000000001","2025-09-02 23:03:50"
"Kirtidan Gadhvi","Pidi Matudi Laviyane","Tahukar"," Vol. 2 (Non Stop)","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=UP0qHqpTbrw","Kirtidan Gadhvi Pidi Matudi Laviyane Tahukar"," Vol. 2 (Non Stop) official"
"Devang Patel","Jeevan Journey","Grand Hali","Film","2017","Gujarati","https://www.youtube.com/watch?v=E_be_HlSXD8","Devang Patel Jeevan Journey Grand Hali official","0.9999999999999999","2025-09-02 23:03:51"
"Jeff Chang","Xìnyǎng (信仰)","Faith","Non-film","2000","Mandarin Chinese","https://www.youtube.com/watch?v=hJDSHt_Bnyg","Jeff Chang Xìnyǎng (信仰) Faith official","0.7000000000000001","2025-09-02 23:03:53"
"Joker Xue","Chǒubāguài (丑八怪)","Accidental","Non-film","2013","Mandarin Chinese","https://www.youtube.com/watch?v=mCdi-W2R_AY","Joker Xue Chǒubāguài (丑八怪) official 2013","0.7000000000000001","2025-09-02 23:03:53"
"Arvind Vegda","Madi Mane Daivat Deje","Madi Mane Daivat Deje (Single)","Non-film","2023","Gujarati","https://www.youtube.com/watch?v=EjJ2CWgO3e4","Arvind Vegda Madi Mane Daivat Deje official 2023","0.6","2025-09-02 23:03:53"
"Kirtidan Gadhvi","Nav Raat Naveli Badi Albeli","Tahukar"," Vol. 2 (Non Stop)","Non-film","2014","Gujarati","https://www.youtube.com/watch?v=5IbAmD3qLT4","Kirtidan Gadhvi Nav Raat Naveli Badi Albeli Tahukar"," Vol. 2 (Non Stop) official"
